Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume
BCD-606WI,VSBS2001EB,560.0,25.0,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.4
BCD-606WI,VSBS2001EW,560.0,25.0,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.4
BCD-513WI,VFFR1800ESBE,512.0,21.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.037558685446008
BCD-513WI,VFFR1800ESE,512.0,21.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.037558685446008
BCD-606WAEASCC,VSBS2100EB,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464
BCD-606WAEASCC,VSBS2100EW,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464
HS-121LN(S4NZ),550132,220.0,3.3,(11A.) Compact all-refrigerators - manual defrost,66.66666666666667
HD-663FWENZ,13718*,398.0,21.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.86255924170616
BCD290,127390,331.0,12.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,27.355371900826448
BCD290,127392,331.0,12.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,27.355371900826448
MDTF18SSRPRO,316817160,362.0,21.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.238095238095237
MDTF18WHRPRO,316817166,398.0,21.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.952380952380953
2215#,2215#,461.0,27.1,(9.) Upright freezers with automatic defrost without an automatic icemaker,17.011070110701105
111.2121####,111.2121####,543.0,36.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.836065573770492
2121#,2121#,543.0,36.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.836065573770492
111.2218####,111.2218####,449.0,31.5,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.253968253968255
7302#,7302#,685.0,32.1,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.339563862928348
K*FU015A*D#,K*FU015A*D#,499.0,31.5,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.841269841269842
K*FU021A*D#,K*FU021A*D#,543.0,36.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.836065573770492
K*FU021A*E#,K*FU021A*E#,450.0,36.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,12.295081967213115
111.6126####,111.6126####,437.0,25.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.341269841269842
6126#,6126#,437.0,25.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.341269841269842
6123#,6123#,437.0,25.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.341269841269842
111.6120####,111.6120####,437.0,25.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.341269841269842
7049#,7049#,483.0,22.2,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.756756756756758
111.6049####,111.6049####,399.0,22.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.972972972972972
6049#,6049#,399.0,22.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.972972972972972
111.7061####,111.7061####,483.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.8552036199095
7061#,7061#,483.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.8552036199095
111.6061####,111.6061####,399.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.054298642533936
6061#,6061#,399.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.054298642533936
111.6051####,111.6051####,399.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.054298642533936
9908#,9908#,228.0,4.4,(11A.) Compact all-refrigerators - manual defrost,51.81818181818181
111.7331####,111.7331####,748.0,37.4,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.0
111.7279####,111.7279####,738.0,36.3,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.330578512396695
111.7333####,111.7333####,738.0,36.3,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.330578512396695
7333#,7333#,738.0,36.3,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.330578512396695
111.7269####,111.7269####,738.0,36.3,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.330578512396695
7269#,7269#,738.0,36.3,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.330578512396695
111.7550####,111.7550####,698.0,31.4,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.229299363057326
7503#,7503#,698.0,31.4,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.229299363057326
111.7076####,111.7076####,450.0,22.2,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.27027027027027
7076#,7076#,450.0,22.2,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.27027027027027
111.6076####,111.6076####,370.0,22.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.666666666666668
111.6121####,111.6121####,393.0,25.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,15.595238095238095
7071#,7071#,450.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.361990950226243
111.6071####,111.6071####,365.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.515837104072396
DF1-153,MCBR440S2,252.0,4.4,(11A.) Compact all-refrigerators - manual defrost,57.272727272727266
DF1-153,MCBR440B2,252.0,4.4,(11A.) Compact all-refrigerators - manual defrost,57.272727272727266
DF2-160,MCDR450BE,327.0,5.4,(12.) Compact refrigerator-freezers - partial automatic defrost,60.55555555555555
DL1-112,MCAR320PSE,259.0,3.3,(13A.) Compact all-refrigerators - automatic defrost,78.48484848484848
DL1-153,MCAR440ST,299.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,67.95454545454545
DL1-153,MCDR1000ST,299.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,67.95454545454545
FC2-370,MCDR1000WE,297.0,12.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,24.34426229508197
UL-BD142-D,POL50CF,210.0,8.6,(18.) Compact chest freezers,24.41860465116279
UL-BD198-D,POL72CF,235.0,12.3,(18.) Compact chest freezers,19.10569105691057
BC-73DJ1NA1/HC1(Q),5131220,254.0,2.5,(13A.) Compact all-refrigerators - automatic defrost,101.6
BC-73DJ1NA1/HC1(Q),5131221,254.0,2.5,(13A.) Compact all-refrigerators - automatic defrost,101.6
DF1-09B,MR221S,214.0,2.7,(11A.) Compact all-refrigerators - manual defrost,79.25925925925925
DF1-113B,MR321S,220.0,3.2,(11A.) Compact all-refrigerators - manual defrost,68.75
FC2-44B,MR1122S,310.0,14.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,22.142857142857142
2w7bi10,KBSD706M****,772.0,26.3,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,29.35361216730038
2w7bi50,JBSS42E22***,753.0,31.7,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.753943217665615
2w7bi90,KBSD708M****,804.0,37.2,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.61290322580645
2w4ibi01,KBSN708M****,833.0,38.3,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,21.749347258485642
FC2-660.E,ENR18TFGB*,360.0,20.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.307692307692307
BCD-606WAEASCC,FCR21ACASA-BL,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464
BLZ-SSRF126,BLZ-SSRF126,268.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,60.90909090909091
B24CB50ESS,B24CB50ES*,406.0,15.4,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,26.363636363636363
B09IB80NSP,RB280703,394.0,10.8,(5-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,36.48148148148148
B36CD50SN*,B36CD51SN*,656.0,26.4,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.84848484848485
B36CT80SN*,B36CT82EN*,570.0,25.4,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.440944881889767
T36IR905SP,T36IR905SP,312.0,20.6,(3A-BI.) Built-in All-refrigerators - automatic defrost,15.145631067961164
T30IR905SP,B30IR905SP,279.0,16.8,(3A-BI.) Built-in All-refrigerators - automatic defrost,16.607142857142858
T30IR905SP,T30IR905SP,279.0,16.8,(3A-BI.) Built-in All-refrigerators - automatic defrost,16.607142857142858
T30IF905SP,T30IF905SP,479.0,27.8,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,17.230215827338128
T30IB905SP,B30BB935SS,470.0,19.4,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.226804123711343
T30IB905SP,B30IB905SP,470.0,19.4,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.226804123711343
T30IB905SP,T30IB905SP,470.0,19.4,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.226804123711343
T24IR905SP,T24IR905SP,254.0,13.0,(3A-BI.) Built-in All-refrigerators - automatic defrost,19.53846153846154
T24ID905NP,T24ID905LP,454.0,19.7,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,23.04568527918782
T18IF905SP,T18IF905SP,404.0,15.1,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,26.75496688741722
T18ID905LP,T18ID905LP,428.0,13.7,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,31.24087591240876
T24IF905SP,RF461705,435.0,21.4,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,20.32710280373832
T18IF905SP,RF411705,404.0,15.1,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,26.75496688741722
T30IR905SP,RC472705,279.0,16.8,(3A-BI.) Built-in All-refrigerators - automatic defrost,16.607142857142858
T18IF900SP,T18IF900SP,418.0,15.1,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,27.682119205298015
T18IF900SP,RF411704,418.0,15.1,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,27.682119205298015
T24IF900SP,T24IF900SP,443.0,21.4,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,20.700934579439252
T24IF900SP,RF461704,443.0,21.4,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,20.700934579439252
T36IF900SP,T36IF900SP,543.0,34.2,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,15.877192982456139
T36IF900SP,RF491704,543.0,34.2,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,15.877192982456139
T24ID900LP,RF463704,457.0,19.7,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,23.19796954314721
T23IR900SP,T23IR900SP,281.0,13.0,(3A-BI.) Built-in All-refrigerators - automatic defrost,21.615384615384617
T30IR900SP,RC472704,289.0,16.8,(3A-BI.) Built-in All-refrigerators - automatic defrost,17.202380952380953
T30IR900SP,T30IR900SP,289.0,16.8,(3A-BI.) Built-in All-refrigerators - automatic defrost,17.202380952380953
T36IR900SP,RC492704,313.0,20.6,(3A-BI.) Built-in All-refrigerators - automatic defrost,15.194174757281552
T36IR900SP,T36IR900SP,313.0,20.6,(3A-BI.) Built-in All-refrigerators - automatic defrost,15.194174757281552
B09IB80NSP,B09IB81NSP,394.0,10.8,(5-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,36.48148148148148
T30IB900SP,T30IB900SP,498.0,19.4,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.670103092783506
T36IB900SP,RB492704,531.0,23.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.310924369747898
T36IB900SP,T36BB910SS,531.0,23.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.310924369747898
T36IB900SP,T36BB920SS,531.0,23.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.310924369747898
T36IB900SP,T36IB900SP,531.0,23.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.310924369747898
T36IT900NP,RY492704,585.0,23.6,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.78813559322034
T36IT900NP,T36IT900NP,585.0,23.6,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.78813559322034
T36IT900NP,T36IT901NP,585.0,23.6,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.78813559322034
B36CT80SN*,B36CT80SN*,570.0,25.4,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.440944881889767
B36CT80SN*,B36CT81SN*,570.0,25.4,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.440944881889767
B09IB91NS*,B09IB91NS*,388.0,10.1,(5-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,38.415841584158414
B36CL81EN*,B36CL81EN*,568.0,25.1,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.629482071713145
B10CB81NV*,B10CB81NV*,383.0,12.3,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,31.13821138211382
B36CD50SN*,B36CD50SN*,656.0,26.4,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.84848484848485
T36IF905SP,T36IF905SP,528.0,34.2,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,15.438596491228068
T36IT905NP,T36BT925NS,579.0,23.6,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.533898305084744
T36IT905NP,T36BT915NS,579.0,23.6,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.533898305084744
BI7360,CFBI7360****,595.0,24.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.991935483870968
BI7360,FBI7360****,595.0,24.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.991935483870968
BI7360,VBI7360****,595.0,24.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.991935483870968
