Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Total_Adjusted_Volume__Cubic_Feet__d,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Refrigerated_Volume__ft3__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz21-08,KRFF302E****,27.0,585.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,KRFF302E....
HAMILTON BEACH,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,BCD-595W,HBF2067,25.0,461.0,20.3,No,No,By annual report date,HBF2067
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-13,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-13,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n10-18,WRT541SZD*0*,26.0,399.0,21.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT541SZD.0.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-16,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-16,ART348FFF***,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
SAMSUNG,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,RS28CB7600**,RS28CB7600**,35.7,656.0,28.0,No,No,https://images.samsung.com/is/content/samsung/p6/common/energylabel/common-energylabel-rs28cb760012aa-energylabel.pdf,RS28CB7600..
mbm,(2.) Refrigerator-freezers - partial automatic defrost,463(x),MRN14W,17.0,345.0,14.3,No,No,By annual report date,MRN14W
mbm,(2.) Refrigerator-freezers - partial automatic defrost,463(x),MRN14S,17.0,345.0,14.3,No,No,By annual report date,MRN14S
mbm,(2.) Refrigerator-freezers - partial automatic defrost,463(x),MRN14B,17.0,345.0,14.3,No,No,By annual report date,MRN14B
Danby,(18.) Compact chest freezers,DCF070A5WDB,DCF070A5WDB,12.3,225.0,7.0,No,No,https://www.danby.com/en-us/product-resources/,DCF070A5WDB
Danby,(18.) Compact chest freezers,DCF050A5WDB,DCF050A5WDB,8.8,195.0,5.0,No,No,https://www.danby.com/en-us/product-resources/,DCF050A5WDB
Thermador,(13A.) Compact all-refrigerators - automatic defrost,PR5181TR*G*,T24UR915LS,5.2,274.0,5.2,No,No,http://www.refappl.com/docs/B12993.pdf,T24UR915LS
Thermador,(13A.) Compact all-refrigerators - automatic defrost,PR5181TR*G*,T24UR925LS,5.2,274.0,5.2,No,No,http://www.refappl.com/docs/B12993.pdf,T24UR925LS
Thermador,(13A.) Compact all-refrigerators - automatic defrost,PD5181TR,T24UR925DS,4.4,269.0,4.4,No,No,http://www.refappl.com/docs/B15142.pdf,T24UR925DS
Thermador,(13A.) Compact all-refrigerators - automatic defrost,PD5181TR,T24UR915DS,4.4,269.0,4.4,No,No,http://www.refappl.com/docs/B15142.pdf,T24UR915DS
Thermador,(13A.) Compact all-refrigerators - automatic defrost,PD5181TR,T24UR905DP,4.4,269.0,4.4,No,No,http://www.refappl.com/docs/B15142.pdf,T24UR905DP
Thermador,(15I.) Compact refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker,PD5181TCIM,T24UC905DP,5.8,442.0,4.3,No,No,http://www.refappl.com/docs/B15152.pdf,T24UC905DP
Jenn-Air,(13A.) Compact all-refrigerators - automatic defrost,PD5181JR,JUDFP242H*1*,4.4,269.0,4.4,No,No,http://www.refappl.com/docs/B15792.pdf,JUDFP242H.1.
Jenn-Air,(15I.) Compact refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker,PD5181JCIM,JUCFP242H*1*,5.8,442.0,4.3,No,No,http://www.refappl.com/docs/B15813.pdf,JUCFP242H.1.
JENN-AIR,(13A.) Compact all-refrigerators - automatic defrost,PR5181JRR,JURF*242H***,5.0,233.0,5.0,No,No,http://www.refappl.com/docs/B11054.pdf,JURF.242H...
KitchenAid,(13A.) Compact all-refrigerators - automatic defrost,PD5181KR,KUDR204KSB**,4.4,269.0,4.4,No,No,http://www.refappl.com/docs/B13702.pdf,KUDR204KSB..
KitchenAid,(15I.) Compact refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker,PD5181KCIM,KUDF204KPA**,5.8,442.0,4.3,No,No,http://www.refappl.com/docs/B13713.pdf,KUDF204KPA..
KitchenAid,(13A.) Compact all-refrigerators - automatic defrost,PR5181KRG,KUR*314KSS**,5.2,274.0,5.2,No,No,http://www.refappl.com/docs/B13384.pdf,KUR.314KSS..
KitchenAid,(13A.) Compact all-refrigerators - automatic defrost,PR5181KR,KUR*114KSB**,5.0,274.0,5.0,No,No,http://www.refappl.com/docs/B13824.pdf,KUR.114KSB..
MICROFRIDGE,(13.) Compact refrigerator-freezers - automatic defrost with top-mounted freezer,PR4880,4.8LMF4RH*,5.8,346.0,4.8,No,No,http://www.refappl.com/docs/B14364.pdf,4.8LMF4RH.
ABSOCOLD,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,PR1081,ARD1033F*14R/L,12.1,297.0,10.3,No,No,http://www.refappl.com/docs/24000D.pdf,ARD1033F.14R/L
ABSOCOLD,(13A.) Compact all-refrigerators - automatic defrost,PR1960,ARD204AB21R/L,2.0,249.0,2.0,No,No,http://www.refappl.com/docs/B15063.pdf,ARD204AB21R/L
ABSOCOLD,(13A.) Compact all-refrigerators - automatic defrost,PR1960,ARD204ABS21R/L,2.0,249.0,2.0,No,No,http://www.refappl.com/docs/B15063.pdf,ARD204ABS21R/L
DANBY,(13.) Compact refrigerator-freezers - automatic defrost with top-mounted freezer,PR4880,DFF048A4WDB,5.8,346.0,4.8,No,No,http://www.refappl.com/docs/B14334.pdf,DFF048A4WDB
DANBY,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,DFF100A4BDBL,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17252.pdf,DFF100A4BDBL
ABSOCOLD,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,ARD1033FB21R/L,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17002.pdf,ARD1033FB21R/L
ABSOCOLD,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,ARD1033FW21R/L,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17002.pdf,ARD1033FW21R/L
ABSOCOLD,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,ARD1033FS21R/L,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17002.pdf,ARD1033FS21R/L
MICROFRIDGE,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,10.0RMF4RW,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17232.pdf,10.0RMF4RW
MICROFRIDGE,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,10.0LMF4RW,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17232.pdf,10.0LMF4RW
SUMMIT,(13.) Compact refrigerator-freezers - automatic defrost with top-mounted freezer,PR4881,FF711ES,5.8,346.0,4.8,No,No,http://www.refappl.com/docs/B14354.pdf,FF711ES
SUMMIT,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,FF1118WH,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17272.pdf,FF1118WH
SUMMIT,(2.) Refrigerator-freezers - partial automatic defrost,PR1082,FF1159SS3,12.0,263.0,10.0,No,No,http://www.refappl.com/docs/B17272.pdf,FF1159SS3
Whirlpool,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-20,WRF540CWB*,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html,WRF540CWB.
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-20,KRFC300E****,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html,KRFC300E....
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz20-08,WRF532SMB*,27.0,585.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,WRF532SMB.
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz20-08,MFF2258FE*,27.0,585.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,MFF2258FE.
WHIRLPOOL,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j91-19,WRB119WFB*,23.0,469.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,WRB119WFB.
MAYTAG,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j91-19,MBR1957FE***,23.0,469.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,MBR1957FE...
MAYTAG,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j91-19,MBB1957FE***,23.0,469.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,MBB1957FE...
KITCHENAID,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j91-19,KRBX109E****,23.0,469.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,KRBX109E....
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-19,KRBX109E****,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,KRBX109E....
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-19,KRBR109ESS**,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,KRBR109ESS..
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-19,KRBL109ESS**,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,KRBL109ESS..
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-19,MBR1957FE***,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,MBR1957FE...
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-19,MBL1957FE***,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,MBL1957FE...
IKEA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij91-19,IX3HHGXSS*,23.0,553.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html,IX3HHGXSS.
KENMORE,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j91-19,6935*,23.0,469.0,18.7,No,No,https://www.kenmore.com/energyguide/,6935.
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,7w5ij50-20,WRFA35SWH*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html,WRFA35SWH.
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,7w5ij50-20,WRF535SWH*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html,WRF535SWH.
Whirlpool,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,6w5ab50-21,WRF555SDF***,29.9,685.0,24.7,No,No,https://www.whirlpool.com/services/manuals.html,WRF555SDF...
IKEA,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,6w5ab50-21,IX7DDEXGZ*,29.9,685.0,24.7,No,No,https://www.whirlpool.com/services/manuals.html,IX7DDEXGZ.
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-28,MBF2258FE***,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,MBF2258FE...
Whirlpool,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,7w5ab40-19,WRX735SDH*,29.6,683.0,25.5,No,No,https://www.whirlpool.com/services/manuals.html,WRX735SDH.
BEKO,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,G91626NWLU,BFFD3616ZSS,24.7,565.0,19.8,No,No,By annual report date,BFFD3616ZSS
BLOMBERG,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,K76540NEBWU,BRFB1920SS,20.0,556.0,16.4,No,No,By annual report date,BRFB1920SS
Magic Chef,(12.) Compact refrigerator-freezers - partial automatic defrost,DF2-16,HMDR45PS,5.4,327.0,4.5,No,No,By annual report date,HMDR45PS
Magic Chef,(12.) Compact refrigerator-freezers - partial automatic defrost,DF2-16,HMDR45B,5.4,327.0,4.5,No,No,By annual report date,HMDR45B
INSIGNIA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,HD-745FWE (UR-BCD572WX-SQ(B)),NS-RTM20SS3,25.0,390.0,20.5,No,No,By annual report date,NS-RTM20SS3
Magic Chef,(13A.) Compact all-refrigerators - automatic defrost,DL1-11S.E,MCAR32***,3.2,259.0,3.2,No,No,By annual report date,MCAR32...
Hisense,(11A.) Compact all-refrigerators - manual defrost,RC33C1GBE,RC33C1GBE,3.3,220.0,3.3,No,No,https://www.hisense-canada.com/en/energy-guides/ [hisense-canada.com],RC33C1GBE
Hisense,(11A.) Compact all-refrigerators - manual defrost,RC33C1GBE,RC33C1G*E,3.3,220.0,3.3,No,No,https://www.hisense-canada.com/en/energy-guides/ [hisense-canada.com],RC33C1G.E
Upstreman,(11A.) Compact all-refrigerators - manual defrost,BC-90DANB,CR31,3.1,215.0,3.1,No,No,By annual report date,CR31
Upstreman,(11A.) Compact all-refrigerators - manual defrost,BC-50DAN,CR16,1.6,200.0,1.6,No,No,By annual report date,CR16
Whirlpool,(12.) Compact refrigerator-freezers - partial automatic defrost,WH46TS1E,WH46TS1E,5.6,368.0,4.6,No,No,https://www.galanzamericas.com/us/card/WH46TS1E.pdf,WH46TS1E
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n80-17,WRT148FZD*,22.1,370.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-17,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,WRT148FZD.
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-17,ART348FFF***,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,ART348FFF...
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-17,IRT138FD*0*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html,IRT138FD.0.
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-14,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,IRT134FD.0.
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in41-14,WRT134TFD*0*,17.3,420.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html,WRT134TFD.0.
Whirlpool,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,2W5I50,WRF535SWH*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html,WRF535SWH.
Crosley,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,HC-827WEN(SNZ),CFDMH2257AS,27.5,588.0,22.5,No,No,By annual report date,CFDMH2257AS
VITARA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WIBM,VBFR1800ESSE,22.0,518.0,18.0,No,No,By annual report date,VBFR1800ESSE
Crosley,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,HD-676RWEN,CBMH1873**,23.0,466.0,18.7,No,No,By annual report date,CBMH1873..
Midea,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,HQ-679RWEN(UR-BCD522WX1-SQ),MRF18B4AST,22.7,465.0,18.4,No,No,By annual report date,MRF18B4AST
Maytag,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4W5IJ51-09,MRFF5036P*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html,MRFF5036P.
Midea,(13A.) Compact all-refrigerators - automatic defrost,HS-199BN(SNZ),MK049ASTC,4.9,270.0,4.9,No,No,By annual report date,MK049ASTC
Element,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,HD-663FWEN,ERT18CS**,21.1,362.0,18.0,No,No,By annual report date,ERT18CS..
AVG,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,BCD-468WY/HC,ARBM172BSE,20.9,451.0,17.1,No,No,https://distributionsavantgarde.ca/en/8/products/fridges/,ARBM172BSE
Frigidaire,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,GRMN2872AF00,GRMN2872A*,35.1,649.0,27.2,No,No,By annual report date,GRMN2872A.
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz21-07,KRFF302E****,27.0,585.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html,KRFF302E....
LG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,LRFXC2606*,LRYKC2606*,32.1,699.0,25.5,No,No,https://www.lg.com/global/support/ftclabel,LRYKC2606.
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,7W5ij00-07,WRF540CWH*,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html,WRF540CWH.
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A70-13,WRF757SDH*0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html,WRF757SDH.0.
