Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__cubic_feet__d,Voltage__volts___For_Electric_Models_Only__d,Hourly_BTU_Rating_of_the_Burner__For_Gas_Models_Only__d,Does_the_Dryer_Have_Automatic_Termination_Controls__s,Combined_Energy_Factor__pounds_per_kilowatt_hour__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
Whirlpool,Vented Gas,L15SAG1AJ1,WGD4995E**,6.0,,21586.0,Yes,3.3,No,No
Kenmore,"Vented Electric, Compact (120V) (less than 4.4 ft3 capacity)",L13LCA1AA0,8873*79+,3.3,120.0,,Yes,3.61,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L13QCG1AG1,6510*31+,7.0,240.0,,Yes,3.73,No,No
Kenmore,Vented Gas,L15WCD1AJ0,7521*61+,6.0,,21672.0,Yes,3.3,No,No
Maytag,"Vented Electric, Compact (240V) (less than 4.4 ft3 capacity)",L09OJM1AL0,MED7500Y**,3.7,240.0,,No,3.29,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A20BCL1AG0,6111*20*,7.4,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L18QAG1AJ5,WGD4850H**,7.0,,22511.0,Yes,3.3,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L14QBG1AG16,MEDX655D**,7.0,240.0,,Yes,3.73,No,No
Maytag,Vented Gas,L18QBG1AJ6,MGDC465H**,7.0,,22331.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG1,WED6120H**,7.4,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BBI1AG1,MED6230H**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L16QAG1AG7,WED4916F**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG19,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QBG1AG8,MEDC465H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L15QAG1AJ11,WGD4815E**,7.0,,22098.0,Yes,3.3,No,No
Amana,Vented Gas,L15RDF1AJ12,NGD4655E**,6.5,,22325.0,Yes,3.3,No,No
Roper,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L16RGF1AG11,RED4516F**,6.5,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A20E3BI1AG0,MEDP576K**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L18QAG1AJ4,WGD4850H**,7.0,,22362.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG17,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A16E2BI1AG7,MEDB765F**,7.4,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L14QBG1AG15,MEDX655D**,7.0,240.0,,Yes,3.73,No,No
Amana,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15RDF1AG17,NED4655E**,6.5,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18KAC1AE4,WET4027H**,5.9,240.0,,Yes,3.73,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L14DCG1AG8,6713*41*,7.0,240.0,,Yes,3.73,No,No
Kenmore,Vented Gas,L14QCG1AJ6,7513*41+,7.0,,21814.0,Yes,3.3,No,No
Whirlpool,Vented Gas,L15QAG1AJ10,WGD4915E**,7.0,,21417.0,Yes,3.3,No,No
Amana,Vented Gas,L15RDF1AJ11,NGD4655E**,6.5,,22134.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG20,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QAG1AG10,WED4850H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG2,WED5100H**,7.4,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BBI1AG2,MED6230RH**,7.4,240.0,,Yes,3.73,No,No
Maytag,Vented Gas,L18QBG1AJ7,MGDC465H**,7.0,,22109.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG21,WED4915E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QAG1AG11,WED4850H**,7.0,240.0,,Yes,3.73,No,No
Amana,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15RDF1AG21,NED4655E**,6.5,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BBI1AG3,MED6230H**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Compact (240V) (less than 4.4 ft3 capacity)",L18MAB1AC5,WET4024H**,3.4,240.0,,Yes,3.27,No,No
Whirlpool,Vented Gas,L18QAG1AJ6,WGD4950H**,7.0,,22301.0,Yes,3.3,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L20Q2BG1AG1,MED6200K**,7.0,240.0,,Yes,3.73,No,No
Maytag,Vented Gas,A18BBI1AI1,MGD6230H**,7.4,,20379.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L14QAG1AG12,WED5000D**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L15QAG1AJ12,WGD4815E**,7.0,,22316.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG22,WED4810E**,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QBG1AG11,MEDC465H**,7.0,240.0,,Yes,3.73,No,No
Amana,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15RDF1AG22,NED4655E**,6.5,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG4,WED6120H**,7.4,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BBI1AG4,MED6230RH**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L14QAG1AJ8,WGD5000D**,7.0,,22196.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG23,WED4810E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG23,WED4915E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QAG1AG13,WED4850H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QAG1AG13,WED4950H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG5,WED5100H**,7.4,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BBI1AG5,MED6230RH**,7.4,240.0,,Yes,3.73,No,No
Amana,Vented Gas,L15RDF1AJ14,NGD4655E**,6.5,,22077.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Compact (240V) (less than 4.4 ft3 capacity)",L18MAB1AC6,WET4024H**,3.4,240.0,,Yes,3.27,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L13QAG1AG10,WED49STB**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L15QAG1AJ13,WGD4810E**,7.0,,22406.0,Yes,3.3,No,No
Whirlpool,Vented Gas,L15QAG1AJ13,WGD4915E**,7.0,,22406.0,Yes,3.3,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15RCF1AG15,6012*51+,6.5,240.0,,Yes,3.73,No,No
Kenmore,Vented Gas,L15RCF1AJ6,7022*51+,6.5,,22328.0,Yes,3.3,No,No
Whirlpool,Vented Gas,A18BAI1AI3,WGD5100H**,7.4,,20096.0,Yes,3.3,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QCG1AG7,6233*51+,7.0,240.0,,Yes,3.73,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QCG1AG7,6234*51+,7.0,240.0,,Yes,3.73,No,No
Kenmore,Vented Gas,L15QCG1AJ7,7233*51*,7.0,,22193.0,Yes,3.3,No,No
Whirlpool,Vented Gas,L15WAD1AJ2,WGD4985E**,6.0,,22254.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L21Q2AG1AG0,WED5050L**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG6,WED5100H**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG6,WED6120H**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18KAC1AE8,WET4027H**,5.9,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG24,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG24,WED4915E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L15QAG1AJ14,WGD4810E**,7.0,,22126.0,Yes,3.3,No,No
Whirlpool,Vented Gas,L15QAG1AJ14,WGD4815E**,7.0,,22126.0,Yes,3.3,No,No
Whirlpool,Vented Gas,L15QAG1AJ14,WGD4915E**,7.0,,22126.0,Yes,3.3,No,No
Amana,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15RDF1AG24,NED4655E**,6.5,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG25,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG25,WED4915E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QAG1AG15,WED4950H**,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QBG1AG14,MEDC465H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15WAD1AG6,WED4985E**,6.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L20Q2BG1AG4,MED6200K**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG8,WED5100H**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BAI1AG8,WED6120H**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG26,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Amana,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15RDF1AG26,NED4655E**,6.5,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QAG1AG16,WED4850H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QAG1AG16,WED4950H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L18QAG1AJ9,WGD4950H**,7.0,,22307.0,Yes,3.3,No,No
Whirlpool,Vented Gas,A18BAI1AI4,WGD5100H**,7.4,,20274.0,Yes,3.3,No,No
Maytag,Vented Gas,A18BBI1AI4,MGD6230H**,7.4,,20248.0,Yes,3.3,No,No
Maytag,Vented Gas,A18BBI1AI4,MGD6230RH**,7.4,,20248.0,Yes,3.3,No,No
Whirlpool,Vented Gas,L15QAG1AJ15,WGD4915E**,7.0,,22329.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG27,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L18QBG1AG16,MEDC465H**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L22T2AG1AJ0,WGD500CM**,7.0,,22406.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L22T2AG1AG0,WED500CM**,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L22UBG1AG0,MED6500M**,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L22Q3BG1AG0,MED5430M**,7.0,240.0,,Yes,3.73,No,No
Maytag,Vented Gas,L22Q3BG1AJ0,MGD5430M**,7.0,,21892.0,Yes,3.3,No,No
Maytag,Vented Gas,L22Q3BG1AJ0,MGD5030M**,7.0,,21892.0,Yes,3.3,No,No
Maytag,Vented Gas,L22UBG1AJ0,MGDP585G**,7.4,,22318.0,Yes,3.3,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLE1101*,DLE1101*,7.3,240.0,,Yes,3.74,No,No
LG,"Ventless Electric, Combination Washer-Dryer",WM3997H**,WM3997H**,4.2,120.0,,Yes,2.09,No,No
LG,Vented Gas,DLGX8501*,DLGX8501*,9.0,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLGX5171*,DLGX5171*,7.3,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLGX3651*,DLGX3651*,7.4,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLGX3551*,DLGX3551*,7.4,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLGX3251*,DLGX3251*,7.3,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLGX2656*,DLGX2656*,7.3,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLG5071*,DLG5071*,7.3,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLG4971*E,DLG4971*E,7.3,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLG4971*,DLG4971*,7.3,,20000.0,Yes,3.31,No,No
Kenmore,"Ventless Electric, Combination Washer-Dryer",4100#,4100#,4.5,120.0,,Yes,2.09,No,No
Kenmore,Vented Gas,9198####,9198#,9.0,,20000.0,Yes,3.31,No,No
Kenmore,Vented Gas,9138#41#,9138#,7.4,,20000.0,Yes,3.31,No,No
Kenmore,Vented Gas,9118#41#,9118#,7.3,,20000.0,Yes,3.31,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",8118##1#,8118#,7.3,240.0,,Yes,3.74,No,No
Kenmore,"Vented Electric, Standard (4.4 ft3 or greater capacity)",6162#31#,6162#,7.3,240.0,,Yes,3.74,No,No
LG,"Ventless Electric, Compact (240V) (less than 4.4 ft3 capacity)",DLEC855*,DLEC885*,4.2,240.0,,Yes,2.56,No,No
LG,Vented Gas,DLGX8101*,DLGX8101*,9.0,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLG2351*,DLG2351*,7.3,,20000.0,Yes,3.31,No,No
LG,Vented Gas,DLG2251*,DLG2251*,7.1,,20000.0,Yes,3.31,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLEY1701*,DLEY1701*,7.3,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLEX8000*,DLEX8000*,9.0,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLEX3570*,DLEX3570*,7.4,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLEX3360*,DLEX3360*,7.4,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLE4901*,DLE5270*,7.3,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLE5070*,DLE5070*,7.3,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLE3150*,DLE3150*,7.4,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLE2350*,DLE2350*,7.3,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLE2250*,DLE2250*,7.1,240.0,,Yes,3.74,No,No
LG,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DLE2240*,DLE2240*,7.3,240.0,,Yes,3.74,No,No
Avanti,"Vented Electric, Standard (4.4 ft3 or greater capacity)",MDV160-V042/F01-US1305,SED67D0W,6.7,240.0,,Yes,3.81,No,No
MAGIC CHEF,"Vented Electric, Compact (120V) (less than 4.4 ft3 capacity)",MCSDRY35W,301135032,3.4,120.0,,Yes,3.61,No,No
Frigidaire,"Vented Electric, Standard (4.4 ft3 or greater capacity)",FLCE7522***,FLCE7522***,5.5,240.0,,Yes,3.73,No,No
Frigidaire,Vented Gas,FLCG7522***,FLCG7522***,5.5,,17000.0,Yes,3.3,No,No
Insignia,"Vented Electric, Standard (4.4 ft3 or greater capacity)",NS-FDRE67WH8A,NS-FDRE67WH8A,6.7,240.0,,Yes,3.73,No,No
INSIGNIA,Vented Gas,MDD200-VG052/F01-BBY,NS-TDRG75W1,7.5,,20000.0,Yes,3.3,No,No
INSIGNIA,Vented Gas,MDD160-VG012/F0110E-US13,NS-TDRG67W1,6.7,,16000.0,Yes,3.3,No,No
INSIGNIA,"Vented Electric, Standard (4.4 ft3 or greater capacity)",MDV160-V012/F01-US1305,NS-TDRE67W1,6.7,240.0,,Yes,3.73,No,No
Insignia,Vented Gas,MDH210-VG022/B01EQHS-US,NS-FDRG80W3,8.0,,20000.0,Yes,3.48,No,No
Insignia,"Vented Electric, Standard (4.4 ft3 or greater capacity)",MDH210-V022/B01EQHS-US,NS-FDRE80W3,8.0,240.0,,Yes,3.93,No,No
Danby,"Ventless Electric, Combination Washer-Dryer",MFC120-DU1421BS/C14E-US,DWM120WDB-3,2.7,120.0,,Yes,2.08,No,No
Lin's,Vented Gas,MDD160-VG012/F0110E-US13,TNQ67D,6.7,,16000.0,Yes,3.3,No,No
Midea,"Vented Electric, Standard (4.4 ft3 or greater capacity)",MDV170-V042/F01-US1305,MLTE45N4BWW,7.0,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L22Q3BG1AG0,MED5430P**,7.0,240.0,,Yes,3.73,No,No
Maytag,Vented Gas,L22Q3BG1AJ0,MGD5430P**,7.0,,21892.0,Yes,3.3,No,No
Criterion,Vented Gas,MDD200-VG062/F01-US13,CDG45N1AW,7.5,,20000.0,Yes,3.3,No,No
ELEMENT,Vented Gas,MDD160-VG012/F0110E-US13,EATDG2767CW,6.7,,16000.0,Yes,3.3,No,No
Midea,Vented Gas,MDD160-VG012/F0110E-US13,MD500G67/W-PR,6.7,,16000.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG29,WED4815E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Compact (120V) (less than 4.4 ft3 capacity)",L03NAA1AA7,LDR3822P**,3.3,120.0,,Yes,3.61,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BBI1AG10,MED6230RH**,7.4,240.0,,Yes,3.73,No,No
Maytag,Vented Gas,L20Q2BG1AJ1,MGD6200K**,7.0,,22263.0,Yes,3.3,No,No
Whirlpool,Vented Gas,L21Q2AG1AJ1,WGD5050L**,7.0,,22083.0,Yes,3.3,No,No
Maytag,Vented Gas,L22Q2BG1AJ1,MGD4500M**,7.0,,22133.0,Yes,3.3,No,No
Samsung,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DVE54CG715**,DVE54CG715**,7.4,240.0,,Yes,3.73,No,No
Samsung,Vented Gas,DVG54CG715**,DVG54CG715**,7.4,,20000.0,Yes,3.3,No,No
Samsung,Vented Gas,DVG47CG35***,DVG47CG35***,7.4,,20000.0,Yes,3.3,No,No
ELEMENT,Vented Gas,MDD160-VG012/F0110E-US13,ETDG6727CW,6.7,,16000.0,Yes,3.3,No,No
Samsung,Vented Gas,DVG52A55***,DVG52A55***,7.4,,20000.0,Yes,3.3,No,No
GE,"Vented Electric, Standard (4.4 ft3 or greater capacity)",M74E_1_V,GTD58EB*V***,7.4,240.0,,Yes,3.73,No,No
Maytag,"Vented Electric, Standard (4.4 ft3 or greater capacity)",A18BBI1AG9,MED6230H**,7.4,240.0,,Yes,3.73,No,No
Whirlpool,Vented Gas,L18QAG1AJ10,WGD4850H**,7.0,,21956.0,Yes,3.3,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG28,WED4810E**,7.0,240.0,,Yes,3.73,No,No
Whirlpool,"Vented Electric, Standard (4.4 ft3 or greater capacity)",L15QAG1AG28,WED4915E**,7.0,240.0,,Yes,3.73,No,No
Maytag,Vented Gas,L18QBG1AJ12,MGDC465H**,7.0,,22412.0,Yes,3.3,No,No
Blomberg,"Vented Electric, Compact (240V) (less than 4.4 ft3 capacity)",DV17542,DV17542,3.6,240.0,,Yes,3.7,No,No
MAGIC CHEF,"Ventless Electric, Combination Washer-Dryer",MFC120-DU1421BS/C14E-US,MCSCWD27W5,2.8,120.0,,Yes,2.08,No,No
VMX,"Ventless Electric, Combination Washer-Dryer",MFC120-DU1421BS/C14E-US,VFC120-DU1321DS,2.8,120.0,,Yes,2.08,No,No
Midea,Vented Gas,MDD200-VG062/F01-US13,MLG45N#BWW,7.5,,20000.0,Yes,3.3,No,No
Midea,Vented Gas,MDH210-VG012/B01EHS-US,MLG52S7AWW,8.0,,20000.0,Yes,3.3,No,No
Midea,"Vented Electric, Standard (4.4 ft3 or greater capacity)",MDH200-V012/A01HS-US,MLE45N3BWW,7.5,240.0,,Yes,3.73,No,No
Midea,"Vented Electric, Standard (4.4 ft3 or greater capacity)",MDD160-V062/F01-US1305,MLE41N1AWW,6.7,240.0,,Yes,3.73,No,No
Midea,Vented Gas,MDD200-VG062/F01-US13,MLG45N#BMG,7.5,,20000.0,Yes,3.3,No,No
Alliance,"Vented Electric, Standard (4.4 ft3 or greater capacity)",RE6,FDE4Z***175T***,6.9,240.0,,Yes,3.73,No,No
Huebsch,"Vented Electric, Standard (4.4 ft3 or greater capacity)",RE6,ZDEE9***175+,7.0,240.0,,Yes,3.73,No,No
Huebsch,"Vented Electric, Standard (4.4 ft3 or greater capacity)",RE6,ZDE4B***175+,7.0,240.0,,Yes,3.73,No,No
Huebsch,"Vented Electric, Standard (4.4 ft3 or greater capacity)",RE6,ZDE3S***175+,7.0,240.0,,Yes,3.73,No,No
Speed Queen,"Vented Electric, Standard (4.4 ft3 or greater capacity)",RE6,ADE4B***175+,7.0,240.0,,Yes,3.73,No,No
GE,"Vented Electric, Compact (240V) (less than 4.4 ft3 capacity)",DCVH48*EK***,DCVH48*EK***,4.0,240.0,,Yes,3.27,No,No
GE,"Ventless Electric, Combination Washer-Dryer",H24E_6_N,GFQ14ES*N***,2.4,120.0,,Yes,2.08,No,No
GE,Vented Gas,M72G_4_JC,GTD45GA*J***,7.2,,22000.0,Yes,3.3,No,No
GE,Vented Gas,GTD33PASK0WW,GTD33PA*K***,7.2,,22000.0,Yes,3.3,No,No
GE,"Vented Electric, Standard (4.4 ft3 or greater capacity)",GTX42EASJ0WW,GTX22EA*K***,6.2,240.0,,Yes,3.73,No,No
GE,"Vented Electric, Standard (4.4 ft3 or greater capacity)",GTX42EASJ0WW,GTX42EASJ***,6.2,240.0,,Yes,3.73,No,No
GE,Vented Gas,GTX42GASJ0WW,GTX33GA*K***,6.2,,22000.0,Yes,3.3,No,No
GE,Vented Gas,GTX42GASJ0WW,GTX42GASJ***,6.2,,22000.0,Yes,3.3,No,No
GE,Vented Gas,M62G_4_JC,GTX22GA*K***,6.2,,22000.0,Yes,3.3,No,No
GE,"Vented Electric, Standard (4.4 ft3 or greater capacity)",M44E_1_M,GUD24ESSM***,4.4,240.0,,Yes,3.73,No,No
GE,"Vented Electric, Standard (4.4 ft3 or greater capacity)",M60E_1_M,GUD27ESPM***,6.0,240.0,,Yes,3.73,No,No
Crosley,"Vented Electric, Standard (4.4 ft3 or greater capacity)",M60E_1_M,XUD27ESSM***,6.0,240.0,,Yes,3.73,No,No
"Equator, Pinnacle, Deco, Triton, Majestic, Sekido, Meridian, Galaxy, Conserv, Arbreau, Morris","Vented Electric, Compact (120V) (less than 4.4 ft3 capacity)",GYJ60-78C3-E: 860,860,3.4,120.0,,Yes,3.61,No,No
"Equator, Pinnacle, Deco, Triton, Majestic, Sekido, Meridian, Galaxy, Conserv, Arbreau, Morris","Vented Electric, Compact (120V) (less than 4.4 ft3 capacity)",GYJ60-78C3-E: 860,852,3.4,120.0,,Yes,3.63,No,No
Samsung,Vented Gas,DVG50B51***,DVG50B51***,7.4,,20000.0,Yes,3.3,No,No
Samsung,Vented Gas,DVG46BB67***,DVG46BB67***,7.5,,20000.0,Yes,3.3,No,No
Samsung,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DVE53BB87***,DVE53BB87***,7.6,240.0,,Yes,3.73,No,No
Samsung,Vented Gas,DVG53BB89***,DVG53BB89***,7.6,,20000.0,Yes,3.3,No,No
Samsung,"Vented Electric, Compact (240V) (less than 4.4 ft3 capacity)",DV25B68**E*,DV25B68**E*,4.0,240.0,,Yes,3.27,No,No
Samsung,"Vented Electric, Standard (4.4 ft3 or greater capacity)",DVE52B76***,DVE52B76***,7.4,240.0,,Yes,3.73,No,No
Samsung,Vented Gas,DVG45R61***,DVG45R61***,7.5,,20000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DVG45T602**,DVG45T602**,7.5,,20000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DVG45T32***,DVG45T32***,7.2,,20000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DVG50T53***,DVG50T53***,7.4,,20000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DV36J40**G*,DV36J40**G*,7.3,,22000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DV50F9A8G**,DV50F9A8G**,7.4,,22000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DV50F9A8G**,DV45H70**G*,7.4,,22000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DV50F9A8G**,DV45H72**G*,7.4,,22000.0,Yes,3.3,No,No
SAMSUNG,Vented Gas,DV45H63**G*,DV42H52**G*,7.5,,22000.0,Yes,3.3,No,No
