Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,individual_model_number_modified
LG,32LQ630BAUA,31.5,26.0,0.2,0.3,,50.0,http://www.lg.com/global/support/ftclabel,No,32LQ630BAUA
LG,32LT562MBUB,31.5,22.0,0.3,,,42.0,http://www.lg.com/global/support/ftclabel,No,32LT562MBUB
LG,32LT562MBUC,31.5,22.0,0.3,,,42.0,http://www.lg.com/global/support/ftclabel,No,32LT562MBUC
LG,24LT562MBUB,23.6,21.0,0.4,,,41.0,http://www.lg.com/global/support/ftclabel,No,24LT562MBUB
LG,65UQ7570PUJ,64.5,135.0,0.3,0.4,,249.0,http://www.lg.com/global/support/ftclabel,No,65UQ7570PUJ
LG,50UR760H9UA,49.5,67.0,0.2,,,124.0,http://www.lg.com/global/support/ftclabel,No,50UR760H9UA
LG,75UR760H9UD,74.5,112.0,0.2,,,206.0,http://www.lg.com/global/support/ftclabel,No,75UR760H9UD
LG,65UR760H9UD,64.5,95.8,0.2,,,176.0,http://www.lg.com/global/support/ftclabel,No,65UR760H9UD
LG,43US660H9UA,42.5,51.0,0.3,,,95.0,http://www.lg.com/global/support/ftclabel,No,43US660H9UA
LG,55US660H9UA,54.6,74.0,0.3,,,137.0,http://www.lg.com/global/support/ftclabel,No,55US660H9UA
LG,50US660H9UA,49.5,74.0,0.3,,,137.0,http://www.lg.com/global/support/ftclabel,No,50US660H9UA
LG,75QNED85AQA,74.5,136.0,0.3,0.4,,250.0,http://www.lg.com/global/support/ftclabel,No,75QNED85AQA
LG,65UR762M0UB,64.5,102.0,0.3,,,188.0,http://www.lg.com/global/support/ftclabel,No,65UR762M0UB
LG,55UR762M0UB,54.6,81.0,0.3,,,150.0,http://www.lg.com/global/support/ftclabel,No,55UR762M0UB
LG,65UR567H9UD,64.5,87.0,0.3,,,161.0,http://www.lg.com/global/support/ftclabel,No,65UR567H9UD
LG,55UR567H9UA,54.6,72.0,0.3,,,133.0,http://www.lg.com/global/support/ftclabel,No,55UR567H9UA
LG,86QNED99UQA,85.6,285.0,0.3,0.4,,523.0,http://www.lg.com/global/support/ftclabel,No,86QNED99UQA
LG,75QNED99UQA,74.5,231.0,0.3,0.4,,424.0,http://www.lg.com/global/support/ftclabel,No,75QNED99UQA
LG,65UT560H9UB,64.5,82.8,0.2,,,152.0,http://www.lg.com/global/support/ftclabel,No,65UT560H9UB
LG,50UT560H9UA,49.5,57.0,0.2,,,105.0,http://www.lg.com/global/support/ftclabel,No,50UT560H9UA
LG,75QNED80AQA,74.5,110.0,0.3,0.4,,203.0,http://www.lg.com/global/support/ftclabel,No,75QNED80AQA
LG,75QNED80UQA,74.5,110.0,0.3,0.4,,203.0,http://www.lg.com/global/support/ftclabel,No,75QNED80UQA
LG,OLED77G2PUA,76.7,160.0,0.3,0.4,,295.0,http://www.lg.com/global/support/ftclabel,No,OLED77G2PUA
LG,OLED65G2PUA,64.5,115.0,0.3,0.4,,213.0,http://www.lg.com/global/support/ftclabel,No,OLED65G2PUA
LG,OLED65G2AUA,64.5,115.0,0.3,0.4,,213.0,http://www.lg.com/global/support/ftclabel,No,OLED65G2AUA
LG,OLED55G2PUA,54.6,100.0,0.3,0.4,,185.0,http://www.lg.com/global/support/ftclabel,No,OLED55G2PUA
LG,OLED55G2AUA,54.6,100.0,0.3,0.4,,185.0,http://www.lg.com/global/support/ftclabel,No,OLED55G2AUA
LG,50NANO80AQA,49.5,55.0,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,50NANO80AQA
LG,86NANO75UQA,85.6,167.0,0.3,0.4,,308.0,http://www.lg.com/global/support/ftclabel,No,86NANO75UQA
LG,86UQ7070ZUD,85.6,167.0,0.3,0.4,,308.0,http://www.lg.com/global/support/ftclabel,No,86UQ7070ZUD
LG,86UQ8000AUB,85.6,167.0,0.3,0.4,,308.0,http://www.lg.com/global/support/ftclabel,No,86UQ8000AUB
LG,86UQ9000PUD,85.6,167.0,0.3,0.4,,308.0,http://www.lg.com/global/support/ftclabel,No,86UQ9000PUD
LG,OLED83C2PUA,82.5,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No,OLED83C2PUA
LG,OLED83C2AUA,82.5,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No,OLED83C2AUA
LG,55QNED80AQA,54.6,77.3,0.3,0.4,,144.0,http://www.lg.com/global/support/ftclabel,No,55QNED80AQA
LG,65NANO80AQA,64.5,94.0,0.3,0.4,,174.0,http://www.lg.com/global/support/ftclabel,No,65NANO80AQA
LG,55NANO80AQA,54.6,74.5,0.3,0.4,,139.0,http://www.lg.com/global/support/ftclabel,No,55NANO80AQA
LG,50NANO75UQA,49.5,66.0,0.3,0.4,,123.0,http://www.lg.com/global/support/ftclabel,No,50NANO75UQA
LG,43NANO75UQA,42.5,55.0,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,43NANO75UQA
LG,75UQ7590PUB,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No,75UQ7590PUB
LG,75UQ8000AUK,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No,75UQ8000AUK
LG,75UQ8000AUB,74.5,110.0,0.3,0.4,,204.0,http://www.lg.com/global/support/ftclabel,No,75UQ8000AUB
LG,70UQ9000PUD,69.5,97.6,0.3,0.4,,181.0,http://www.lg.com/global/support/ftclabel,No,70UQ9000PUD
LG,70UQ8000AUK,69.5,97.6,0.3,0.4,,181.0,http://www.lg.com/global/support/ftclabel,No,70UQ8000AUK
LG,70UQ8000AUB,69.5,97.6,0.3,0.4,,181.0,http://www.lg.com/global/support/ftclabel,No,70UQ8000AUB
LG,65UQ9000PUD,64.5,97.5,0.3,0.4,,181.0,http://www.lg.com/global/support/ftclabel,No,65UQ9000PUD
LG,65UQ7070ZUN,64.5,86.0,0.3,0.4,,160.0,http://www.lg.com/global/support/ftclabel,No,65UQ7070ZUN
LG,65UQ7590PUK,64.5,86.0,0.3,0.4,,160.0,http://www.lg.com/global/support/ftclabel,No,65UQ7590PUK
LG,65UQ7590PUB,64.5,86.0,0.3,0.4,,160.0,http://www.lg.com/global/support/ftclabel,No,65UQ7590PUB
LG,65QNED95UQA,64.5,146.0,0.3,0.4,,270.0,http://www.lg.com/global/support/ftclabel,No,65QNED95UQA
LG,55UQ7070ZUN,54.6,68.0,0.3,0.4,,127.0,http://www.lg.com/global/support/ftclabel,No,55UQ7070ZUN
LG,55UQ7070ZUE,54.6,68.0,0.3,0.4,,127.0,http://www.lg.com/global/support/ftclabel,No,55UQ7070ZUE
LG,55UQ7590PUK,54.6,68.0,0.3,0.4,,127.0,http://www.lg.com/global/support/ftclabel,No,55UQ7590PUK
LG,55UQ7590PUB,54.6,68.0,0.3,0.4,,127.0,http://www.lg.com/global/support/ftclabel,No,55UQ7590PUB
LG,55UQ8000AUK,54.6,68.0,0.3,0.4,,127.0,http://www.lg.com/global/support/ftclabel,No,55UQ8000AUK
LG,55UQ8000AUB,54.6,68.0,0.3,0.4,,127.0,http://www.lg.com/global/support/ftclabel,No,55UQ8000AUB
LG,50UQ7590PUB,49.5,58.0,0.3,0.4,,109.0,http://www.lg.com/global/support/ftclabel,No,50UQ7590PUB
LG,50UQ8000AUK,49.5,58.0,0.3,0.4,,109.0,http://www.lg.com/global/support/ftclabel,No,50UQ8000AUK
LG,50UQ8000AUB,49.5,58.0,0.3,0.4,,109.0,http://www.lg.com/global/support/ftclabel,No,50UQ8000AUB
LG,43UQ7070ZUM,42.5,54.8,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,43UQ7070ZUM
LG,43UQ7070ZUD,42.5,54.8,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,43UQ7070ZUD
LG,43UQ7590PUK,42.5,54.8,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,43UQ7590PUK
LG,43UQ7590PUB,42.5,54.8,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,43UQ7590PUB
LG,OLED55A2AUA,54.6,95.0,0.3,0.4,,176.0,http://www.lg.com/global/support/ftclabel,No,OLED55A2AUA
LG,OLED55A2PUA,54.6,95.0,0.3,0.4,,176.0,http://www.lg.com/global/support/ftclabel,No,OLED55A2PUA
LG,OLED48A2AUA,47.5,85.0,0.3,0.4,,158.0,http://www.lg.com/global/support/ftclabel,No,OLED48A2AUA
LG,55QNED80UQA,54.6,77.3,0.2,0.3,,144.0,http://www.lg.com/global/support/ftclabel,No,55QNED80UQA
LG,OLED77C2AUA,76.7,150.0,0.3,0.4,,277.0,http://www.lg.com/global/support/ftclabel,No,OLED77C2AUA
LG,OLED77C2PUA,76.7,150.0,0.3,0.4,,277.0,http://www.lg.com/global/support/ftclabel,No,OLED77C2PUA
LG,OLED55C2AUA,54.6,95.0,0.3,0.4,,176.0,http://www.lg.com/global/support/ftclabel,No,OLED55C2AUA
LG,OLED55C2PUA,54.6,95.0,0.3,0.4,,176.0,http://www.lg.com/global/support/ftclabel,No,OLED55C2PUA
LG,OLED48C2AUA,47.5,80.0,0.3,0.4,,149.0,http://www.lg.com/global/support/ftclabel,No,OLED48C2AUA
LG,55UQ9000PUD,54.6,77.5,0.3,0.4,,144.0,http://www.lg.com/global/support/ftclabel,No,55UQ9000PUD
LG,55UQ9000PUA,54.6,77.5,0.3,0.4,,144.0,http://www.lg.com/global/support/ftclabel,No,55UQ9000PUA
LG,75NANO75UQA,74.5,112.0,0.3,0.4,,207.0,http://www.lg.com/global/support/ftclabel,No,75NANO75UQA
LG,32LQ630BPUA,31.5,26.0,0.2,0.3,,50.0,http://www.lg.com/global/support/ftclabel,No,32LQ630BPUA
LG,65UR777H9UC,64.5,89.0,0.4,,,165.0,http://www.lg.com/global/support/ftclabel,No,65UR777H9UC
LG,55UR777H9UC,54.6,72.0,0.4,,,134.0,http://www.lg.com/global/support/ftclabel,No,55UR777H9UC
LG,65UR772M0UB,64.5,102.0,0.3,,,188.0,http://www.lg.com/global/support/ftclabel,No,65UR772M0UB
LG,50UR777H9UC,49.5,65.0,0.3,,,121.0,http://www.lg.com/global/support/ftclabel,No,50UR777H9UC
LG,65UR347H9UD,64.5,92.7,0.3,,,171.0,http://www.lg.com/global/support/ftclabel,No,65UR347H9UD
LG,55UR347H9UA,54.6,78.8,0.3,,,146.0,http://www.lg.com/global/support/ftclabel,No,55UR347H9UA
LG,32LT570H9UA,31.5,23.7,0.2,,,45.0,http://www.lg.com/global/support/ftclabel,No,32LT570H9UA
LG,43US670H9UA,42.5,51.0,0.3,,,95.0,http://www.lg.com/global/support/ftclabel,No,43US670H9UA
LG,55US670H9UA,54.6,74.0,0.3,,,137.0,http://www.lg.com/global/support/ftclabel,No,55US670H9UA
ONN,100071705,65.0,194.0,0.5,0.5,,358.0,http://www.onntvsupport.com/energy-guides,No,100071705
ONN,100071700,50.0,112.0,0.45,0.45,,208.0,http://www.onntvsupport.com/energy-guides,No,100071700
ONN,100044717,75.0,217.0,0.45,0.45,,399.0,http://www.onntvsupport.com/energy-guides,No,100044717
ONN,100012588,70.0,199.0,0.4,0.4,,366.0,http://www.onntvsupport.com/energy-guides,No,100012588
ONN,100012587,65.0,167.0,0.42,0.43,,308.0,http://www.onntvsupport.com/energy-guides,No,100012587
ONN,100069454,58.0,108.0,0.41,0.42,,200.0,http://www.onntvsupport.com/energy-guides,No,100069454
ONN,100074926,39.0,44.0,0.4,0.4,,83.1,http://www.onntvsupport.com/energy-guides,No,100074926
ONN,100012590,24.0,25.0,0.35,0.45,,48.7,http://www.onntvsupport.com/energy-guides,No,100012590
ELEMENT,E1AA32N,32.0,23.4,0.23,,,44.2,https://elementelectronics.com/support,No,E1AA32N
ELEMENT,ELEFT2416,24.0,21.1,0.21,,,40.0,https://elementelectronics.com/support,No,ELEFT2416
ELEMENT,E2AB43R,43.0,51.3,0.46,,,79.0,https://elementelectronics.com/support,No,E2AB43R
ELEMENT,E4AA43R,43.0,51.3,0.46,,,79.0,https://elementelectronics.com/support,No,E4AA43R
ELEMENT,E4AA43N,43.0,51.3,0.46,,,79.0,https://elementelectronics.com/support,No,E4AA43N
ONN,100012584,43.0,51.3,0.46,,,79.0,https://onntvsupport.com/energy-guides,No,100012584
onn.,100012584,43.0,51.3,0.46,,,79.0,https://onntvsupport.com/energy-guides,No,100012584
ELEMENT,E1AA24R,24.0,19.0,0.39,,,38.0,https://elementelectronics.com/support,No,E1AA24R
ONN,100012590,24.0,19.0,0.39,,,38.0,https://onntvsupport.com/energy-guides,No,100012590
onn.,100012590,24.0,19.0,0.39,,,38.0,https://onntvsupport.com/energy-guides,No,100012590
ELEMENT,E4AA50R,50.0,70.5,0.42,,,132.0,https://elementelectronics.com/support,No,E4AA50R
ELEMENT,E4AA50N,50.0,70.5,0.42,,,132.0,https://elementelectronics.com/support,No,E4AA50N
ONN,100012585,50.0,70.5,0.42,,,132.0,https://onntvsupport.com/energy-guides,No,100012585
onn.,100012585,50.0,70.5,0.42,,,132.0,https://onntvsupport.com/energy-guides,No,100012585
ELEMENT,E4AA55R,55.0,79.6,0.43,,,150.0,https://elementelectronics.com/support,No,E4AA55R
ELEMENT,E4AA55N,55.0,79.6,0.43,,,150.0,https://elementelectronics.com/support,No,E4AA55N
ONN,100012586,55.0,79.6,0.43,,,150.0,https://onntvsupport.com/energy-guides,No,100012586
onn.,100012586,55.0,79.6,0.43,,,150.0,https://onntvsupport.com/energy-guides,No,100012586
ONN,100012589,32.0,24.4,0.41,,,48.0,https://onntvsupport.com/energy-guides,No,100012589
ELEMENT,E1AA32R,32.0,24.4,0.41,,,48.0,https://elementelectronics.com/support,No,E1AA32R
onn.,100012589,32.0,24.4,0.41,,,48.0,https://onntvsupport.com/energy-guides,No,100012589
ELEMENT,E4SW7019RKU,70.0,199.0,0.4,0.4,,366.0,https://www.elementelectronics.com/support,No,E4SW7019RKU
ELEMENT,E1AA24R,24.0,25.0,0.35,0.45,,48.7,https://www.elementelectronics.com/support,No,E1AA24R
ELEMENT,EQ650AB50R,50.0,112.0,0.5,0.5,,208.0,https://www.elementelectronics.com/support,No,EQ650AB50R
ELEMENT,E4FAA75R,75.0,217.0,0.45,0.45,,399.0,https://www.elementelectronics.com/support,No,E4FAA75R
ELEMENT,E4AA70R,70.0,199.0,0.45,0.45,,366.0,https://www.elementelectronics.com/support,No,E4AA70R
ELEMENT,E4AA65R,65.0,167.0,0.42,0.43,,308.0,https://www.elementelectronics.com/support,No,E4AA65R
ELEMENT,E4AA55R,55.0,126.0,0.45,0.45,,233.0,https://www.elementelectronics.com/support,No,E4AA55R
ELEMENT,E4AA50R,50.0,89.5,0.4,0.41,,166.0,https://www.elementelectronics.com/support,No,E4AA50R
ELEMENT,E4AA43R,43.0,75.3,0.5,0.5,,141.0,https://www.elementelectronics.com/support,No,E4AA43R
ELEMENT,E2AA40R,40.0,44.0,0.4,0.4,,83.1,https://www.elementelectronics.com/support,No,E2AA40R
Element,E1AA32R,32.0,33.0,0.4,0.4,,63.0,https://www.elementelectronics.com/support,No,E1AA32R
JVC,LT-58MAW625,55.0,126.0,0.45,0.45,,233.0,https://jvcproducts.com/us/contact/support.html,No,LT-58MAW625
JVC,LT-55MAR635,55.0,126.0,0.45,0.45,,233.0,https://jvcproducts.com/us/contact/support.html,No,LT-55MAR635
JVC,LT-50MAW535,49.5,85.0,0.4,0.5,,159.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAW535
JVC,LT-50MAR635,49.5,85.0,0.4,0.5,,159.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAR635
JVC,LT-43MAW535,43.0,75.3,0.5,0.5,,141.0,https://jvcproducts.com/us/contact/support.html,No,LT-43MAW535
JVC,LT-43MAW635,43.0,75.3,0.5,0.5,,141.0,https://jvcproducts.com/us/contact/support.html,No,LT-43MAW635
JVC,LT-32MAW135,32.0,34.0,0.45,0.45,,65.2,https://jvcproducts.com/us/contact/support.html,No,LT-32MAW135
JVC,LT-50MAW625,49.5,85.0,0.4,0.5,,159.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAW625
JVC,LT-50MAW804,50.0,112.0,0.4,0.4,,207.0,http://www.jvcproducts.com/support,No,LT-50MAW804
JVC,LT-43MAW804,43.0,80.0,0.5,0.5,,149.0,http://www.jvcproducts.com/support,No,LT-43MAW804
JVC,LT-40MAW325,40.0,44.0,0.4,0.4,,83.1,https://jvcproducts.com/us/contact/support.html,No,LT-40MAW325
JVC,LT-32MAW125,32.0,34.0,0.45,0.45,,65.2,https://jvcproducts.com/us/contact/support.html,No,LT-32MAW125
JVC,LT-58MAR595,58.0,108.0,0.41,0.42,,200.0,https://jvcproducts.com/us/contact/support.html,No,LT-58MAR595
JVC,LT-55MAW705,55.0,126.0,0.4,0.5,,233.0,https://jvcproducts.com/us/contact/support.html,No,LT-55MAW705
JVC,LT-55MAW595,55.0,126.0,0.45,0.45,,233.0,https://jvcproducts.com/us/contact/support.html,No,LT-55MAW595
JVC,LT-50MAW500,50.0,97.0,0.5,,,179.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAW500
JVC,LT-43MAW305,43.0,49.0,0.5,0.5,,92.9,https://jvcproducts.com/us/contact/support.html,No,LT-43MAW305
JVC,LT-43MAW605,43.0,75.3,0.5,0.5,,141.0,https://jvcproducts.com/us/contact/support.html,No,LT-43MAW605
JVC,LT-43MAW595,43.0,75.3,0.5,0.5,,141.0,https://jvcproducts.com/us/contact/support.html,No,LT-43MAW595
JVC,LT-32MAW206,32.0,33.0,0.4,0.4,,63.0,https://jvcproducts.com/us/contact/support.html,No,LT-32MAW206
JVC,LT-32MAW205,32.0,33.0,0.4,0.4,,63.0,https://jvcproducts.com/us/contact/support.html,No,LT-32MAW205
JVC,LT-32MAR205,32.0,33.0,0.4,0.4,,63.0,https://jvcproducts.com/us/contact/support.html,No,LT-32MAR205
JVC,LT-32MAW200,32.0,28.0,0.38,,,53.7,https://jvcproducts.com/us/contact/support.html,No,LT-32MAW200
JVC,LT-24MAW200,24.0,26.0,0.3,,,49.5,https://jvcproducts.com/us/contact/support.html,No,LT-24MAW200
JVC,LT-22MAR400,22.0,21.0,0.4,,,41.1,https://jvcproducts.com/us/contact/support.html,No,LT-22MAR400
Westinghouse,WD32HX5201,31.5,30.2,0.23,,,57.3,By annual report date,No,WD32HX5201
Westinghouse,WD32HX1201,31.5,30.2,0.23,,,57.3,By annual report date,No,WD32HX1201
Westinghouse,WD24HX5201,23.6,18.5,0.25,,,35.5,By annual report date,No,WD24HX5201
Westinghouse,WD24HX1201,23.6,18.5,0.25,,,35.5,By annual report date,No,WD24HX1201
Insignia,NS-24F201NA23,24.0,26.6,0.4,0.53,,52.2,http://www.insigniaproducts.com/,No,NS-24F201NA23
Insignia,NS-75F301NA22,74.52,236.0,0.38,0.5,,435.0,http://www.insigniaproducts.com/,No,NS-75F301NA22
Insignia,NS-39F201NA23,39.0,53.7,0.48,0.54,,102.0,http://www.insigniaproducts.com/,No,NS-39F201NA23
INSIGNIA,NS-70F501NA22,69.51577,190.0,0.5,,,350.0,http://  www.insigniaproducts.com,No,NS-70F501NA22
INSIGNIA,NS-43F301NA22,43.0,88.8,0.4,,,165.0,http://  www.insigniaproducts.com,No,NS-43F301NA22
INSIGNIA,NS-65F501NA22,64.5261,173.0,0.5,,,319.0,http://  www.insigniaproducts.com,No,NS-65F501NA22
INSIGNIA,NS-43D420NA20,42.5,48.0,0.35,,,90.0,http://  www.insigniaproducts.com,No,NS-43D420NA20
INSIGNIA,NS-24F202NA22,23.69,25.3,0.4,,,49.0,http://  www.insigniaproducts.com,No,NS-24F202NA22
INSIGNIA,NS-32F202NA22,31.5,33.6,0.45,,,64.5,http://  www.insigniaproducts.com,No,NS-32F202NA22
INSIGNIA,NS-50F301NA22,49.50037,104.0,0.42,,,192.0,http://  www.insigniaproducts.com,No,NS-50F301NA22
INSIGNIA,NS-50DF711SE21,49.66,103.0,0.47,,,174.0,http://  www.insigniaproducts.com,No,NS-50DF711SE21
TOSHIBA,TF-55A810U21,54.6,149.0,0.4,0.5,,274.0,http://tvna.compal-toshiba.com/us/en/,No,TF-55A810U21
TOSHIBA,TF-43A810U21,42.5,92.9,0.4,0.5,,172.0,http://tvna.compal-toshiba.com/us/en/,No,TF-43A810U21
TOSHIBA,TF-32A710U21,31.5,33.9,0.46,0.5,,62.0,http://tvna.compal-toshiba.com/us/en/,No,TF-32A710U21
TOSHIBA,43LF421U21,42.5,64.4,0.48,0.5,,121.0,http://tvna.compal-toshiba.com/us/en/,No,43LF421U21
TOSHIBA,32LF221U21,31.5,33.9,0.46,0.5,,62.0,http://tvna.compal-toshiba.com/us/en/,No,32LF221U21
INSIGNIA,NS-24D310NA21,23.5511,23.6,0.3,,,45.1,https://www.insigniaproducts.com/,No,NS-24D310NA21
INSIGNIA,NS-43DF710NA21,42.51437,90.7,0.42,,,168.0,https://www.insigniaproducts.com/,No,NS-43DF710NA21
INSIGNIA,NS-50DF710NA21,49.50037,104.0,0.42,,,192.0,https://www.insigniaproducts.com/,No,NS-50DF710NA21
TOSHIBA,55LF621U21,54.6,145.0,0.4,0.5,,267.0,http://tvna.compal-toshiba.com/us/en/,No,55LF621U21
TOSHIBA,50LF621U21,49.5,136.0,0.4,0.5,,251.0,http://tvna.compal-toshiba.com/us/en/,No,50LF621U21
TOSHIBA,43LF621U21,42.5,99.8,0.33,0.5,,184.0,http://tvna.compal-toshiba.com/us/en/,No,43LF621U21
Sharp,LC-43LBU711U,42.7727,92.5,0.4,0.9,,108.0,https://www.sharptvusa.com/,No,LC-43LBU711U
TOSHIBA,32L310U20,31.5,31.5,0.4,,,59.6,http://tvna.compal-toshiba.com/us/en/,No,32L310U20
TOSHIBA,50LF711U20,50.0,114.0,4.0,0.5,,210.0,http://tvna.compal-toshiba.com/us/en/,No,50LF711U20
TOSHIBA,43LF711U20,42.5,92.9,0.4,0.5,,172.0,http://tvna.compal-toshiba.com/us/en/,No,43LF711U20
INSIGNIA,NS-55D420NA20,54.75227,79.0,0.22,,,146.0,https://www.insigniaproducts.com/,No,NS-55D420NA20
INSIGNIA,NS-32D220NA20,31.5,35.0,0.3,,,66.0,https://www.insigniaproducts.com/,No,NS-32D220NA20
INSIGNIA,NS-22D510NA19,21.5,21.5,0.25,,,41.0,https://www.insigniaproducts.com/,No,NS-22D510NA19
TOSHIBA,TF-50A810U19,50.0,116.0,5.0,0.5,,216.0,http://tvna.compal-toshiba.com/us/en/,No,TF-50A810U19
TOSHIBA,55LF621U19,54.6,152.0,0.5,0.5,,283.0,http://tvna.compal-toshiba.com/us/en/,No,55LF621U19
TOSHIBA,43LF621U19,42.5,97.7,0.5,0.5,,183.0,http://tvna.compal-toshiba.com/us/en/,No,43LF621U19
TOSHIBA,50LF621U19,50.0,116.0,0.5,0.5,,216.0,http://tvna.compal-toshiba.com/us/en/,No,50LF621U19
Sharp,LC-43LB601U,42.6,53.4,0.38,,,100.0,https://www.bestbuy.com/,No,LC-43LB601U
INSIGNIA,NS-19D220NA19,18.5,17.4,0.18,,,41.0,http://www.insigniaproducts.com,No,NS-19D220NA19
Roku,24R2A5R,23.5,25.0,0.5,,,49.0,https://support.roku.com/article/10625174337047,No,24R2A5R
Roku,32R2A5R,31.5,34.3,0.5,,,66.0,https://support.roku.com/article/10625174337047,No,32R2A5R
Roku,40R2A5R,39.5,54.5,0.5,,,103.0,https://support.roku.com/article/10625174337047,No,40R2A5R
Roku,43R4A5R,42.5,64.6,0.6,,,122.0,https://support.roku.com/article/10625174337047,No,43R4A5R
Roku,50R4A5R,49.5,71.7,0.6,,,135.0,https://support.roku.com/article/10625174337047,No,50R4A5R
Roku,55R4A5R,54.6,86.3,0.5,,,161.0,https://support.roku.com/article/10625174337047,No,55R4A5R
Roku,65R4A5R,64.5,109.0,0.5,,,203.0,https://support.roku.com/article/10625174337047,No,65R4A5R
Roku,75R4A5R,74.5,128.0,0.5,,,240.0,https://support.roku.com/article/10625174337047,No,75R4A5R
Roku,55R6A5R,54.6,82.7,0.6,,,155.0,https://support.roku.com/article/10625174337047,No,55R6A5R
Roku,65R6A5R,64.5,112.0,0.9,,,210.0,https://support.roku.com/article/10625174337047,No,65R6A5R
Roku,75R6A5R,74.5,113.0,0.6,,,211.0,https://support.roku.com/article/10625174337047,No,75R6A5R
MAGNAVOX,32MV319R/F7 A,32.0,21.3,0.3,,,60.0,https://www.magnavox.com/en/index.php?controller=attachment&id_attachment=848,No,32MV319R/F7 A
MAGNAVOX,32MV322R/F7,32.0,22.4,0.4,,,51.0,https://www.magnavox.com/1755-thickbox_default/32-class-2k-hd-roku-tv.jpg,No,32MV322R/F7
MAGNAVOX,55MV379R/F7,55.0,79.4,0.4,,,165.0,https://www.magnavox.com/1196-thickbox_default/55mv379rf7.jpg,No,55MV379R/F7
PHILIPS,32PFL4756/F7,32.0,45.0,0.5,,,56.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL4756_F7-A3P-global-001?$jpglarge$&wid=1250,No,32PFL4756/F7
PHILIPS,32PFL4764/F7 A,32.0,23.6,0.5,,,60.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL4764_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,32PFL4764/F7 A
PHILIPS,40PFL4775/F7,40.0,60.0,0.5,,,69.0,https://images.philips.com/is/image/PhilipsConsumer/40PFL4775_F7-A3P-global-001?$jpglarge$&wid=960,No,40PFL4775/F7
PHILIPS,43PFL5604/F7 A,43.0,56.5,0.4,,,120.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL5604_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,43PFL5604/F7 A
PHILIPS,43PFL5704/F7,43.0,56.5,0.4,,,120.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL5704_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,43PFL5704/F7
PHILIPS,43PFL5704/F7 A,43.0,56.5,0.4,,,120.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL5704_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,43PFL5704/F7 A
PHILIPS,43PFL5756/F7,43.0,90.0,0.5,,,92.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL5756_F7-A3P-global-001?$jpglarge$&wid=960,No,43PFL5756/F7
PHILIPS,43PFL5756/F7 A,43.0,90.0,0.5,,,92.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL5756_F7-A3P-global-001?$jpglarge$&wid=960,No,43PFL5756/F7 A
PHILIPS,43PUL6673/F7,43.0,90.0,0.5,,,99.0,https://images.philips.com/is/image/PhilipsConsumer/43PUL6673_F7-A3P-global-001?$jpglarge$&wid=960,No,43PUL6673/F7
PHILIPS,43PUL7652/F7,43.0,70.2,0.4,,,137.0,https://images.philips.com/is/image/PhilipsConsumer/43PUL7652_F7-A3P-global-001?$jpglarge$&wid=630&hei=540,No,43PUL7652/F7
PHILIPS,43PUL7672/F7,43.0,70.2,0.4,,,137.0,https://images.philips.com/is/image/PhilipsConsumer/43PUL7672_F7-A3P-global-001?$jpglarge$&wid=1250,No,43PUL7672/F7
PHILIPS,50PFL4756/F7,50.0,83.0,0.4,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL4756_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,50PFL4756/F7
