Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Total_Adjusted_Volume__Cubic_Feet__d,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Refrigerated_Volume__ft3__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D19S_3_N,GTS19KGN****,23.4,422.0,19.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18S_3_N,GTS18HYN****,20.6,399.0,17.5,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=245D2140P026.pdf
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18S_3_N-IM,GTS18HSN****,20.6,483.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18S_3_N,GTS18HMN****,20.6,399.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18S_3_N-IM,GTS18HGN****,20.6,483.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18S_3_N,GTS18HGN****,20.6,399.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18S_3_N-IM,GTS18GTN****,20.6,483.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18S_3_H-IM,GTS18GTH****,20.6,483.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18S_3_H,GTS18GTH****,20.6,399.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18S_3_N-IM,GTS18DTN****,20.6,483.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18S_3_N,GTS18DTN****,20.6,399.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D17S_3_N,GTS17GTN****,19.7,392.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D17S_3_N-IM,GTS17GSN****,19.7,476.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D17S_3_N,GTS17DTN****,19.7,392.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D16S_3_N-IM,GTS16DTN****,18.7,468.0,15.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D22E_3_N-IM,GTE22JTN****,27.0,489.0,21.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D22E_3_N,GTE22JTN****,27.0,405.0,21.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,Mid21_3_H-IM,GTE21GTH****,25.0,480.0,21.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,Mid21_3_H-IM,GTE21GSH****,25.0,480.0,21.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,Mid21_3_H,GTE21GSH****,25.0,396.0,21.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D19E_3_N-IM,GTE19JSN****,23.4,463.0,19.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D19E_3_N,GTE19JSN****,23.4,379.0,19.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D19E_3_N,GTE19DTN****,23.4,379.0,19.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,Mid18E_3_R,GTE18MTR****,21.5,365.0,18.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,Mid18E_3_R,GTE18MSR****,21.5,365.0,18.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18E_3_N,GTE18GTN****,20.6,359.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18E_3_N-IM,GTE18GSN****,20.6,443.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18E_3_N,GTE18GMN****,20.6,359.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18E_3_N,GTE18DTN****,20.6,359.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18E_3_N-IM,GTE18DCN****,20.6,443.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D17E_3_N-IM,GTE17GTN****,19.7,436.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D17E_3_N,GTE17GTN****,19.7,352.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D17E_3_N-IM,GTE17GSN****,19.7,436.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D16E_3_N,GTE16GTN****,18.7,345.0,15.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D16E_3_N-IM,GTE16DTN****,18.7,429.0,15.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25I_7_N1,GSS25IYN****,31.9,704.0,25.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25I_7_N1,GSS25IMN****,31.9,704.0,25.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25G_7_P1,GSS25GYP****,32.4,708.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25GSS_7_H,GSS25GSH****,32.4,708.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25G_7_P1,GSS25GMP****,32.4,708.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25G_7_P1,GSS25GGP****,32.4,708.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25GSS_7_H,GSS25GGH****,32.4,708.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25A_7_H1,GSS25CGH****,32.4,708.0,25.3,No,No,http://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=294D1315P007.pdf
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23H_7_H,GSS23HSH****,28.4,675.0,23.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23G_7_K,GSS23GSK****,28.4,675.0,23.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23S_7_P1,GSS23GMP****,28.3,673.0,23.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23G_7_K,GSS23GMK****,28.4,675.0,23.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23S_7_P1,GSS23GGP****,28.3,673.0,23.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25G_7_H,GSE25GSH****,32.4,645.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25EG_7_P1,GSE25GGP****,32.4,646.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23E_7_P1,GSE23GYP****,28.3,615.0,23.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23E_7_K,GSE23GSK****,28.4,616.0,23.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23E_7_P1,GSE23GGP****,28.3,615.0,23.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D17E_3_N-IM,GPE17CTN****,19.7,436.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D17E_3_N,GPE17CTN****,19.7,352.0,16.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,Mid12_3_K6-IM,GPE12FSK****,14.0,394.0,11.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,Mid12_3_K6,GPE12FSK****,14.0,310.0,11.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,Mid12_3_K6-IM,GPE12FGK****,14.0,394.0,11.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M27J_5I_M1,GNE27JMM****,33.2,633.0,27.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M27E_5I_M,GNE27ESM****,33.2,633.0,27.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M25J_5I_K1,GNE25JMK****,30.2,609.0,24.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M21F_5I_K1,GNE21FYK****,25.4,571.0,20.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(11A.) Compact all-refrigerators - manual defrost,Mid4_11A_K,GME04GGK****,4.4,227.0,4.4,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Q12_5_L6-IM,GLE12HSL****,15.1,489.0,11.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Q12_5_L6,GLE12HSL****,15.1,405.0,11.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D22E_3I_N,GIE22JSN****,27.0,489.0,21.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D22E_3I_N,GIE22JMN****,27.0,489.0,21.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,Mid21_3I_H,GIE21GSH****,25.0,480.0,21.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D19E_3I_N,GIE19JSN****,23.4,463.0,19.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18E_3I_N,GIE18GSN****,20.6,443.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18E_3I_N,GIE18GCN****,20.6,443.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M26G_5A_M1,GFE26JYM****,31.9,700.0,25.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M26G_5A_M1,GFE26JMM****,31.9,700.0,25.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M26G_5A_M1,GFE26JEM****,31.9,700.0,25.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M24J_5A_K1,GFE24JYK****,29.2,679.0,23.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M24J_5A_K1,GFE24JGK****,29.2,679.0,23.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,L28GD_5A_NP,GFD28GYN****,34.6,795.0,27.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M25G_5I_K1,GDE25EYK****,30.3,610.0,24.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M25G_5I_K,GDE25ESK****,30.3,610.0,24.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M21E_5I_K1,GDE21EMK****,25.6,572.0,21.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(12.) Compact refrigerator-freezers - partial automatic defrost,Mid3_12_K,GDE03GGK****,3.8,321.0,3.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(11A.) Compact all-refrigerators - manual defrost,W6_11A_H,GCE06GSH****,5.6,236.0,5.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M21D_5_K1-IM,GBE21DGK****,25.5,572.0,20.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,M21D_5_K1,GBE21DGK****,25.5,488.0,20.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(9.) Upright freezers with automatic defrost without an automatic icemaker,Mid17T_9_R,FUF17QR****,30.4,489.0,17.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(18.) Compact chest freezers,Mid7_18_T,FCM7ST****,12.4,250.0,7.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(18.) Compact chest freezers,Mid7_18_K,FCM7SK****,12.4,250.0,7.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(18.) Compact chest freezers,Mid5_18_T,FCM5ST****,8.9,218.0,5.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(18.) Compact chest freezers,Mid5_18_K,FCM5SK****,8.9,218.0,5.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(10.) Chest freezers and all other freezers except compact freezers,QF22E_10_L6,FCM22DL****,38.1,346.0,21.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(10.) Chest freezers and all other freezers except compact freezers,QF16E_10_L6,FCM16DL****,27.6,277.0,15.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(10.) Chest freezers and all other freezers except compact freezers,F11_10_R,FCM11SR****,18.9,245.0,10.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(10.) Chest freezers and all other freezers except compact freezers,Mid11_10_H6,FCM11PH****,18.7,218.0,10.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25E_7_H,DSE25JBL****,32.1,643.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Café,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,L22CMD_5A_P,CXE22DP*P***,27.4,697.0,22.3,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=%20CXE22DEnergyGuide.pdf
Café,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,L28C_5A_N,CVE28DP*NC**,34.3,757.0,27.8,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,QC28C_5A_N,CVE28DP*NB**,34.3,721.0,27.8,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=CVE2DMNBEnergyGuide.pdf
Café,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S48P_7-BI_R,CSB48YP*R***,37.4,885.0,28.7,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,S48N_4I-BI_P,CSB48WP*R***,38.9,838.0,29.5,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,S48N_4I-BI_N,CSB48WP*N***,38.9,838.0,29.5,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S42P_7-BI_R,CSB42YP*R***,31.0,819.0,24.5,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S42P_7-BI_N,CSB42YP*N***,31.0,819.0,24.5,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,S42N_4I-BI_P,CSB42WP*R***,32.2,769.0,25.1,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,S42N_4I-BI_N,CSB42WP*N***,32.2,769.0,25.1,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,S36C_5I-BI_R,CDB36*P2R***,26.1,665.0,21.3,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,S36C_5I-BI_P,CDB36*P2P***,26.1,665.0,21.3,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(13A.) Compact all-refrigerators - automatic defrost,QF5_13A_P,CCR06BM*P***,5.1,274.0,5.1,No,No,https://www.cafeappliances.com/support/manuals-literature
Café,(13A.) Compact all-refrigerators - automatic defrost,QF5_13A_P,CCP06BP*P***,5.1,274.0,5.1,No,No,https://www.cafeappliances.com/support/manuals-literature
Haier,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,QJ15_5_A,HRF15N3AG*S,19.6,486.0,15.3,No,No,https://www.haierappliances.com/support/manuals
Haier,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,QJ15_5_P1,HRB15N3B**,18.0,428.0,15.0,No,No,https://www.haierappliances.com/support/manuals
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-32,WRT318FZD***,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,URB551WNGZ,URB551WNGZ,13.9,396.0,11.3,No,No,https://www.whirlpool.com/services/manuals.html
Amana,(10.) Chest freezers and all other freezers except compact freezers,1W10090,AQC0902LW,15.9,223.0,9.0,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(10.) Chest freezers and all other freezers except compact freezers,1W10091,WZC3209LW,15.9,201.0,9.0,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(10.) Chest freezers and all other freezers except compact freezers,1W1060,WZC5216LW,28.2,313.0,16.0,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,1W330,WRT313CZL***,15.1,356.0,12.8,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,2W310,WT1130***,13.2,340.0,11.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,2W311,WT1133***,13.0,339.0,11.1,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,2W311,WT1143***,13.0,339.0,11.1,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,2w7bi10,KBSD706M****,26.3,772.0,20.8,No,No,https://www.whirlpool.com/services/manuals.html
JENN AIR,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,2w7bi50,JBSS42E22***,31.7,753.0,25.1,No,No,https://www.whirlpool.com/services/manuals.html
JENN AIR,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,2w7bi90,JBSS48E22***,37.2,804.0,29.4,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,2w7bi90,KBSD708M****,37.2,804.0,29.4,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4k5ij20-02,KBFS22EW**,27.0,640.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,4k7z10-09,ASD2275BR*0*,26.4,658.0,21.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,4k7z10-09,WRS322FD**0*,26.4,658.0,21.2,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(10.) Chest freezers and all other freezers except compact freezers,4w10g20-08,AZC31T22D*,38.2,386.0,21.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(10.) Chest freezers and all other freezers except compact freezers,4w10g20-08,MZC3122F***,38.2,386.0,21.7,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(10.) Chest freezers and all other freezers except compact freezers,4w10j50-16,AZC31T15D*,26.0,297.0,14.8,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(10.) Chest freezers and all other freezers except compact freezers,4w10j50-16,MZC31T15D*,26.0,297.0,14.8,No,No,https://www.whirlpool.com/services/manuals.html
