Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Water_Consumption__Gallons_Cycle__d,Capacity__Number_of_Place_Settings__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Beko,Standard size dishwasher,DDT38532XIH,DDT38532***,230.0,2.4,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7620209580-DDT38532X/en-US-7620209580-202212281115506-ENERGY-LABEL-1en-US.pdf,DDT38532...
Beko,Standard size dishwasher,DDT38532XIH,DDT38532*****,230.0,2.4,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7620209580-DDT38532X/en-US-7620209580-202212281115506-ENERGY-LABEL-1en-US.pdf,DDT38532.....
Hisense,Standard size dishwasher,HUI66360XCUS,HUI66360XCUS,239.0,3.2,14.0,No,No,https://www.hisense-usa.com/compliance/energy-guide-page,HUI66360XCUS
ASKO,Standard size dishwasher,DBI565*,DFI564*,220.0,3.0,16.0,No,No,https://us.asko.com/products/kitchen/dishwashers,DFI564.
ASKO,Standard size dishwasher,DFI776*,DBI776*,220.0,3.0,17.0,No,No,https://us.asko.com/products/kitchen/dishwashers,DBI776.
Element,Standard size dishwasher,PDT660#,ENB6632PE**,249.0,3.5,14.0,No,No,https://elementelectronics.com/energy-guides,ENB6632PE..
Midea,Standard size dishwasher,PDT660#,MDF24P3A**,260.0,3.5,14.0,No,No,By annual report date,MDF24P3A..
Midea,Standard size dishwasher,PDT660#,MDF24P1A**,260.0,3.5,14.0,No,No,https://www.midea.com/content/dam/midea-aem/us/doe/???WQP12-W6508C-Midea-???.pdf,MDF24P1A..
Midea,Standard size dishwasher,WQP12-7739-US,MDF24A2A**,234.0,3.5,10.0,No,No,https://www.midea.com/content/dam/midea-aem/us/doe/Z?r?Z?O?L?dMDF24A2ABB-AST-AWW-WQP12-7735Q-US-Midea.pdf,MDF24A2A..
Comfee,Compact dishwasher,WQP6-3601-US,CDC22P1A**,203.0,3.1,6.0,No,No,https://www.amazon.com/dp/B09ST4M8VF,CDC22P1A..
Midea,Standard size dishwasher,PDT660#,MDT24H3A**,260.0,3.5,14.0,No,No,http://pdf.lowes.com/energyguides/817986026784.pdf,MDT24H3A..
Midea,Standard size dishwasher,PDT660#,MDT24H2A**,260.0,3.5,14.0,No,No,https://www.midea.com/content/dam/midea-aem/us/doe/Z?r?Z?O?L?dMDT24H2AST-6508A-MDIEA.pdf,MDT24H2A..
Midea,Standard size dishwasher,MDT24P5A**,MDT24P5A**,260.0,3.2,14.0,No,No,http://pdf.lowes.com/productdocuments/ca1a73c0-18e7-4f6f-bdd0-2265cf32ead9/46553606.pdf,MDT24P5A..
Danby,Standard size dishwasher,DDW1804EW,DDW1804EW,234.0,3.1,8.0,No,No,https://www.danby.com/product-resources/,DDW1804EW
Danby,Standard size dishwasher,DDW2404EBSS,DDW2404EBSS,234.0,3.5,10.0,No,No,https://www.danby.com/product-resources/,DDW2404EBSS
Danby,Standard size dishwasher,DDW18D1EB,DDW18D1EB,250.0,3.2,10.0,No,No,https://www.danby.com/en-us/product-resources/,DDW18D1EB
Danby,Compact dishwasher,DDW631SDB,DDW631SDB,203.0,3.1,6.0,No,No,https://www.danby.com/product-resources/,DDW631SDB
Danby,Compact dishwasher,DDW621WDB,DDW621WDB,203.0,3.1,6.0,No,No,https://www.danby.com/product-resources/,DDW621WDB
INSIGNIA,Standard size dishwasher,WQP12-6503,NS-DWRF2*****,240.0,3.1,14.0,No,No,https://www.bestbuy.com/,NS-DWRF2.....
INSIGNIA,Standard size dishwasher,WQP12-6503,NS-DWH1***,240.0,3.1,14.0,No,No,https://www.bestbuy.com/,NS-DWH1...
Bosch,Standard size dishwasher,SHE863WF2N,SHEM63W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHEM63W5..
Bosch,Standard size dishwasher,SHPM98W75N,SHPM98W7**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHPM98W7..
Bosch,Standard size dishwasher,SHE863WF2N,SHPM65W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHPM65W5..
Bosch,Standard size dishwasher,SHE89PW75N,SHE89PW7**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com,SHE89PW7..
Bosch,Standard size dishwasher,SHP865ZD**,SHP865ZD**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHP865ZD..
Bosch,Standard size dishwasher,SHXM78Z5**,SHX878ZD**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHX878ZD..
Bosch,Standard size dishwasher,SHXM78Z5**,SHVM78Z5**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHVM78Z5..
Bosch,Standard size dishwasher,SHXM78Z5**,SHEM78ZH**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHEM78ZH..
Bosch,Standard size dishwasher,SHXM78Z5**,SHEM78Z5**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHEM78Z5..
Bosch,Standard size dishwasher,SHX87PZZ**,SHVM88Z7**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHVM88Z7..
Bosch,Standard size dishwasher,SHX87PZZ**,SHPM88Z7**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHPM88Z7..
Bosch,Standard size dishwasher,SHP88PZ5**,SHV88PZ6**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHV88PZ6..
Bosch,Standard size dishwasher,SHP88PZ5**,SHV88PZ5**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHV88PZ5..
Bosch,Standard size dishwasher,SHP88PZ5**,SHE88PZ6**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,SHE88PZ6..
Bosch,Standard size dishwasher,SGX78B5***,SGE78B5***,269.0,3.5,13.0,No,No,http://www.bshenergyguides.com,SGE78B5...
Bosch,Standard size dishwasher,SPX68B5***,SPV68B5***,269.0,3.5,10.0,No,No,http://www.bshenergyguides.com,SPV68B5...
Bosch,Standard size dishwasher,SPX68B5***,SPE68B5***,269.0,3.5,10.0,No,No,http://www.bshenergyguides.com,SPE68B5...
Bosch,Standard size dishwasher,SPX68B5***,SPE53B5***,269.0,3.5,10.0,No,No,http://www.bshenergyguides.com,SPE53B5...
Gaggenau,Standard size dishwasher,DF481700*,DF480700*,269.0,3.5,13.0,No,No,http://www.bshenergyguides.com,DF480700.
Thermador,Standard size dishwasher,DWHD870***,DWHD870***,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,DWHD870...
Thermador,Standard size dishwasher,DWHD870***,DWHD770***,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,DWHD770...
Thermador,Standard size dishwasher,DWHD660***,DWHD771***,269.0,3.5,8.0,No,No,http://www.bshenergyguides.com,DWHD771...
Thermador,Standard size dishwasher,DWHD660***,DWHD660***,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,DWHD660...
Thermador,Standard size dishwasher,DWHD660***,DWHD650***,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com,DWHD650...
Bosch,Standard size dishwasher,SHP9PCM**,SHX9PCM**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHX9PCM..
Bosch,Standard size dishwasher,SHE78CM**,SHX78CM**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHX78CM..
Bosch,Standard size dishwasher,SHE78CM**,SHV78CM**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHV78CM..
Bosch,Standard size dishwasher,SHE78CM**,SHP78CP**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHP78CP..
Bosch,Standard size dishwasher,SHE78CM**,SHP78CM**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHP78CM..
Bosch,Standard size dishwasher,SHE78CM**,SHE78CM**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHE78CM..
Bosch,Standard size dishwasher,SHP65CD**,SHE53CE**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHE53CE..
Bosch,Standard size dishwasher,SHP65CD**,SHP55CM**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHP55CM..
Bosch,Standard size dishwasher,SHP65CD**,SHP65CD**,240.0,3.2,16.0,No,No,http://www.bshenergyguides.com,SHP65CD..
Café,Standard size dishwasher,ZDT98***N*** (v7),CDT87***N***,240.0,3.2,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--putiVmyv--/b9xrrorr8saofx8w8nle.pdf?_ga=2.187207656.1389145736.1684199472-64752488.1683577526,CDT87...N...
Monogram,Standard size dishwasher,ZDT92***N***,ZDT98***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,ZDT98...N...
GE Profile,Standard size dishwasher,PDT75***R*** (v7),PDT71***N***,240.0,3.2,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--putiVmyv--/b9xrrorr8saofx8w8nle.pdf?_ga=2.187207656.1389145736.1684199472-64752488.1683577526,PDT71...N...
GE Profile,Standard size dishwasher,PDT75***R*** (v7),PDP75***R***,240.0,3.2,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--putiVmyv--/b9xrrorr8saofx8w8nle.pdf?_ga=2.187207656.1389145736.1684199472-64752488.1683577526,PDP75...R...
GE,Standard size dishwasher,PDT75***R*** (v7),GDP66***N***,240.0,3.2,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--putiVmyv--/b9xrrorr8saofx8w8nle.pdf?_ga=2.187207656.1389145736.1684199472-64752488.1683577526,GDP66...N...
GE,Standard size dishwasher,PDT71***V***,GDT67***V***,240.0,3.2,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--s8p5UKlu--/puuw7esiljdsk3iqswmm,GDT67...V...
GE,Standard size dishwasher,PDT71***V***,GDP67***V***,240.0,3.2,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--s8p5UKlu--/puuw7esiljdsk3iqswmm,GDP67...V...
Monogram,Standard size dishwasher,PDT14***L***,ZDT16***L***,270.0,3.5,8.0,No,No,https://products-salsify.geappliances.com/image/upload/s--GjtWDTwh--/pvwxoevmvfv9bujjmdhq.pdf,ZDT16...L...
Haier,Standard size dishwasher,PDT14***L***,QDT12***L***,270.0,3.5,8.0,No,No,https://products-salsify.geappliances.com/image/upload/s--GjtWDTwh--/pvwxoevmvfv9bujjmdhq.pdf,QDT12...L...
GE,Standard size dishwasher,GSD33**K****,GSD33**K****,270.0,3.5,12.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,GSD33..K....
GE,Standard size dishwasher,GDT63***R*** (v7),GDT63***R***,240.0,3.2,10.0,No,No,https://products-salsify.geappliances.com/image/upload/s--jqQKNRfM--/cmmadxhlv6jzyhy4xpo4.pdf?_ga=2.187207656.1389145736.1684199472-64752488.1683577526,GDT63...R...
GE,Standard size dishwasher,GDT22***L***,GPT22***L***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--Fe9ZaI4R--/krbj9birx811uwgj5tm5.pdf,GPT22...L...
GE,Standard size dishwasher,GDT22***L***,GDT22***L***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--GjtWDTwh--/pvwxoevmvfv9bujjmdhq.pdf,GDT22...L...
GE,Standard size dishwasher,GDP64***N***,GDT64***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,GDT64...N...
GE,Standard size dishwasher,GDP64***N***,GDP66***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,GDP66...N...
GE,Standard size dishwasher,GDP64***N***,GDP64***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,GDP64...N...
GE,Standard size dishwasher,GDF63***M***,GDF64***M***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--J-W-Rcjz--/wvnvfne30u7fgezumltm.pdf,GDF64...M...
GE,Standard size dishwasher,GDF63***M***,GDF63***M***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--J-W-Rcjz--/wvnvfne30u7fgezumltm.pdf,GDF63...M...
GE,Standard size dishwasher,GDF63***M***,GDF53***M***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--J-W-Rcjz--/wvnvfne30u7fgezumltm.pdf,GDF53...M...
GE,Standard size dishwasher,GDF53***R***,GDF53***R***,270.0,3.5,10.0,No,No,https://products-salsify.geappliances.com/image/upload/s--J-W-Rcjz--/wvnvfne30u7fgezumltm.pdf,GDF53...R...
GE,Standard size dishwasher,GDF51***R*** (v7),GDT53***V***,240.0,3.2,10.0,No,No,https://products-salsify.geappliances.com/image/upload/s--VV4xA_Pu--/fbwy4ueo8eqx6qsgpbfg.pdf?_ga=2.146294644.1389145736.1684199472-64752488.1683577526,GDT53...V...
GE,Standard size dishwasher,GDF51***M***,GDT53***M***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--J-W-Rcjz--/wvnvfne30u7fgezumltm.pdf,GDT53...M...
GE,Standard size dishwasher,GDF51***M***,GDF51***M***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--J-W-Rcjz--/wvnvfne30u7fgezumltm.pdf,GDF51...M...
GE Profile,Standard size dishwasher,CDT85***N***,PDT77***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,PDT77...N...
Café,Standard size dishwasher,CDT85***N***,CDT87***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,CDT87...N...
GE,Standard size dishwasher,CDT805**N***,DDT70***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,DDT70...N...
Café,Standard size dishwasher,CDT805**N***,CDT84***N***,270.0,3.5,12.0,No,No,https://products-salsify.geappliances.com/image/upload/s--G18TMPiF--/oo3swtvqjdfn0ct54kbj.pdf,CDT84...N...
IKEA,Standard size dishwasher,FDPC4314****,605.411.75**,240.0,3.2,12.0,No,No,By annual report date,605.411.75..
Frigidaire,Standard size dishwasher,FDPC4314****,FDPH431L****,240.0,3.2,12.0,No,No,By annual report date,FDPH431L....
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FGID2479****,240.0,3.2,14.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FGID2479S_EG.pdf,FGID2479....
Frigidaire,Standard size dishwasher,GDPH4515,GDPP4515***A,270.0,3.5,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/GDPP4515A_EG.pdf,GDPP4515...A
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FDSH450L****,240.0,3.2,14.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FDSH450LA_EG.pdf,FDSH450L....
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FGID2476****,240.0,3.2,14.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FGID2476S_EG.pdf,FGID2476....
Frigidaire,Standard size dishwasher,WQP8-7740-US,FFBD1831**,270.0,3.5,8.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FFBD1831U_EG.pdf,FFBD1831..
Frigidaire,Standard size dishwasher,FFCD2413***A,FFCD2418***A,239.0,3.2,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FFCD2413U_EG.pdf,FFCD2418...A
Frigidaire,Standard size dishwasher,FGID2479***A,FGID2476***A,260.0,2.7,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FGID2476S_EG.pdf,FGID2476...A
Frigidaire,Standard size dishwasher,FGID2479***A,FGID2479***A,260.0,2.7,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FGID2479S_EG.pdf,FGID2479...A
Frigidaire,Standard size dishwasher,FGID2479***A,FPID2498***A,260.0,2.7,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/FPID2498S_EG.pdf,FPID2498...A
Frigidaire Gallery,Standard size dishwasher,PDSH4816,GDSP4715****,270.0,3.5,12.0,No,No,https://www.frigidaire.com/en/search/GDSP4715,GDSP4715....
Frigidaire Pro,Standard size dishwasher,PDSH4816,PDSH4816****,270.0,3.5,12.0,No,No,https://www.frigidaire.com/en/search/PDSH4816,PDSH4816....
Electrolux,Standard size dishwasher,FGID2479***A,EDSH4944***A,260.0,2.7,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/EDSH4944A_EG.pdf,EDSH4944...A
IKEA,Standard size dishwasher,GDPH4515,905.222.84*A,270.0,3.5,12.0,No,No,https://d64w46yf2dsgq.cloudfront.net/605.222.85A_EG.pdf,905.222.84.A
Rengjord,Standard size dishwasher,FGIP2479SF1A,905.045.72,240.0,3.2,14.0,No,No,https://d64w46yf2dsgq.cloudfront.net/905.045.72_EG.pdf,905.045.72
Avanti,Standard size dishwasher,DW21UT22N224,DWF18V**,250.0,3.2,10.0,No,No,http://www.avantiproducts.com,DWF18V..
Avanti,Standard size dishwasher,DW21UT22N224 (Vestel),DWT18V3S,250.0,3.2,8.0,No,No,http://www.avantiproducts.com,DWT18V3S
MAGIC CLEAN,Standard size dishwasher,DW11UT22T124,MCDW24WI,260.0,3.4,10.0,No,No,http://www.avantiproducts.com,MCDW24WI
MAGIC CLEAN,Standard size dishwasher,DW11UT22T124,MCDW24SI,260.0,3.4,10.0,No,No,http://www.avantiproducts.com,MCDW24SI
Kenmore,Standard size dishwasher,1309*N***-06,1241*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1241.N...
Kenmore,Standard size dishwasher,1309*N***-06,1309*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1309.N...
Kenmore,Standard size dishwasher,1309*N***-06,1320*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1320.N...
Kenmore,Standard size dishwasher,1309*N***-06,1347*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1347.N...
Kenmore,Standard size dishwasher,1340*N***-04,1322*N***,270.0,3.0,12.0,No,No,https://www.kenmore.com/energyguide/,1322.N...
Kenmore,Standard size dishwasher,1340*N***-05,1354*N***,270.0,3.0,12.0,No,No,https://www.kenmore.com/energyguide/,1354.N...
KitchenAid,Standard size dishwasher,KDTE304LPA*,KDTE304LPA*,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTE304LPA.
Kenmore,Standard size dishwasher,1340*N***-07,1322*N***,270.0,3.0,12.0,No,No,https://www.kenmore.com/energyguide/,1322.N...
Kenmore,Standard size dishwasher,1340*N***-07,1354*N***,270.0,3.0,12.0,No,No,https://www.kenmore.com/energyguide/,1354.N...
Kenmore,Standard size dishwasher,1457*N***-01,1454*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1454.N...
Kenmore,Standard size dishwasher,1457*N***-01,1457*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1457.N...
KitchenAid,Standard size dishwasher,KDTE334G***-01,KDPE334G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE334G...
Maytag,Standard size dishwasher,MDB8989SH**-03,MDB8989SH**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8989SH..
Kenmore,Standard size dishwasher,1457*N***-02,1457*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1457.N...
KitchenAid,Standard size dishwasher,KDTE334G***-02,KDPE334G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE334G...
KitchenAid,Standard size dishwasher,KDTE704D***,KDTE704D***,260.0,2.9,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE704D...
KitchenAid,Standard size dishwasher,KDTM354D***-03,KDTM354D***,260.0,3.0,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM354D...
KitchenAid,Standard size dishwasher,KDTM354D***-05,KDTM354D***,260.0,3.0,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM354D...
KitchenAid,Standard size dishwasher,KDTM404K***,KDFM404K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDFM404K...
Whirlpool,Standard size dishwasher,ADB1500AD**-04,WDT705PAK**,270.0,3.0,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDT705PAK..
Whirlpool,Standard size dishwasher,WDF330PAH**-03,WDF330PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF330PAH..
Whirlpool,Standard size dishwasher,WDF330PAH**-03,WDF331PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF331PAH..
Kenmore,Standard size dishwasher,1457*N***-03,1471*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1471.N...
Kenmore,Standard size dishwasher,1474*N***-01,1470*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1470.N...
Whirlpool,Standard size dishwasher,WDF330PAH**-05,WDF330PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/services/manuals.html,WDF330PAH..
KitchenAid,Standard size dishwasher,KDTM404K***-02,KDTM404K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM404K...
KitchenAid,Standard size dishwasher,KDTM404K***-04,KDTM404K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM404K...
KitchenAid,Standard size dishwasher,KDTM404K***-04,KDFM404K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDFM404K...
KitchenAid,Standard size dishwasher,KDTM404K***-05,KDTM404K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM404K...
KitchenAid,Standard size dishwasher,KDTM404K***-05,KDFM404K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDFM404K...
KitchenAid,Standard size dishwasher,KDTM804E***-03,KDTM354E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM354E...
KitchenAid,Standard size dishwasher,KDTM804E***-03,KDTM704E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM704E...
KitchenAid,Standard size dishwasher,KDTM804E***-03,KDTM804E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM804E...
KitchenAid,Standard size dishwasher,KDTM804E***-04,KDTM404E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM404E...
KitchenAid,Standard size dishwasher,KDTM804E***-04,KDTM504E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM504E...
KitchenAid,Standard size dishwasher,KDTM804E***-04,KDTM704E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM704E...
Whirlpool,Standard size dishwasher,WDF330PAH**-08,WDF331PAH**,270.0,3.5,12.0,No,No,https://www.whirlpool.com/kitchen/dishwasher-and-cleaning.html,WDF331PAH..
KitchenAid,Standard size dishwasher,KDTM804E***-05,KDTM354E***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM354E...
KitchenAid,Standard size dishwasher,KDTM804K***,KDPM604K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPM604K...
KitchenAid,Standard size dishwasher,KDTM804K***,KDTM604K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM604K...
KitchenAid,Standard size dishwasher,KDTM804K***,KDPM704K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPM704K...
KitchenAid,Standard size dishwasher,KDTM804K***,KDTM704K***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTM704K...
KitchenAid,Standard size dishwasher,KDTM804K***,KDTM704LPA*,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTM704LPA.
