ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2213650,Magic Chef,HMBR265SE1,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,25,17.5,2.6,2.6,215,239,10,,,No,,,,,06/30/2014,06/23/2014,United States,ES_1107227_HMBR265SE1_06232014192237_1357679,No
2213652,Magic Chef,HMBR265WE1,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,25,17.5,2.6,2.6,215,239,10,,,No,,,,,06/30/2014,06/23/2014,United States,ES_1107227_HMBR265WE1_06232014192210_1330193,No
2296251,Magic Chef,HMBR350SEF,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,18.5,3.5,3.5,221,247,11,,,No,,,,,05/18/2017,05/18/2017,Canada,ES_1107227_HMBR350SEF_05172017115047_70134708,No
2315179,Magic Chef,HMBR440BE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_1107227_HMBR440BE_03012018110822_70170417,No
2315177,Magic Chef,HMBR440BEF,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_1107227_HMBR440BEF_03012018110822_70170417,No
2315180,Magic Chef,HMBR440SE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_1107227_HMBR440SE_03012018110822_70170417,No
2315181,Magic Chef,HMBR440WE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_1107227_HMBR440WE_03012018110822_70170417,No
2315178,Magic Chef,HMBR440WEF,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_1107227_HMBR440WEF_03012018110822_70170417,No
2321139,Magic Chef,HMCR320BE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.9,3.2,3.9,323,359,10,,,No,,,,,05/31/2018,06/11/2018,United States,ES_1107227_HMCR320BE_06112018074712_3232617,No
2321140,Magic Chef,HMCR320ME,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.9,3.2,3.9,323,359,10,,,No,,,,,05/31/2018,06/11/2018,United States,ES_1107227_HMCR320ME_06112018074645_3205637,No
2321141,Magic Chef,HMCR320RE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.9,3.2,3.9,323,359,10,,,No,,,,,05/31/2018,06/11/2018,United States,ES_1107227_HMCR320RE_06112018074534_3134465,No
2321142,Magic Chef,HMCR320WE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.9,3.2,3.9,323,359,10,,,No,,,,,05/31/2018,06/11/2018,United States,ES_1107227_HMCR320WE_06112018074733_3253047,No
2315096,Magic Chef,HMDR1000BE,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,,,No,,,,,01/20/2018,04/13/2021,"United States, Canada",ES_1107227_HMDR1000BE_03012018110927_70171466,Yes
2315097,Magic Chef,HMDR1000SE,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,,,No,,,,,01/20/2018,04/13/2021,"United States, Canada",ES_1107227_HMDR1000SE_03012018110927_70171466,Yes
2315098,Magic Chef,HMDR1000ST,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,,,No,,,,,01/20/2018,04/13/2021,"United States, Canada",ES_1107227_HMDR1000ST_03012018110927_70171466,Yes
2297037,Magic Chef,HMDR1000WE,",HMDR1000BE,; ,HMDR1000ST,",665679006304,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,23.6,10.1,12.2,297,332,11,,,No,,,,,05/25/2017,05/30/2017,United States,ES_1107227_HMDR1000WE_05252017193328_6408349,Yes
2315095,Magic Chef,HMDR1000WE,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,,,No,,,,,01/20/2018,04/13/2021,"United States, Canada",ES_1107227_HMDR1000WE_03012018110927_70171466,Yes
2323316,Magic Chef,HMDR1000WF,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,,,No,,,,,08/01/2018,04/13/2021,"United States, Canada",ES_1107227_HMDR1000WF_07262018032739_70192550,Yes
2217489,Magic Chef,HMDR310**,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.9,3.1,3.7,320,358,11,,,No,,,,,08/14/2014,08/15/2014,United States,ES_1107227_HMDR310**_08152014103818_4206354,No
2315183,Magic Chef,HMDR310BE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_1107227_HMDR310BE_03012018110822_70170417,No
2315182,Magic Chef,HMDR310SE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_1107227_HMDR310SE_03012018110822_70170417,No
2315172,Magic Chef,HMDR310WE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_1107227_HMDR310WE_03012018110822_70170417,No
2394895,Magic Chef,HMDR31GBE,,665679007837,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3,3.8,320,358,11,,,No,,,,,04/18/2022,04/01/2022,United States,ES_1107227_HMDR31GBE_04192022115912_80116153,No
2394896,Magic Chef,HMDR31GSE,,665679007844,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3,3.8,320,358,11,,,No,,,,,04/18/2022,04/01/2022,United States,ES_1107227_HMDR31GSE_04192022115912_80116153,No
2394894,Magic Chef,HMDR31GWE,,665679007820,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3,3.8,320,358,11,,,No,,,,,04/18/2022,04/01/2022,United States,ES_1107227_HMDR31GWE_04192022115912_80116153,No
2317783,Magic Chef,HMDR450BE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,44.3,18.7,4.5,5.4,327,368,11,,,No,,,,,03/31/2018,03/14/2017,"United States, Canada",ES_1107227_HMDR450BE_03292018034257_70177409,No
2317784,Magic Chef,HMDR450SE,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,44.3,18.7,4.5,5.4,327,368,11,,,No,,,,,03/31/2018,03/14/2017,"United States, Canada",ES_1107227_HMDR450SE_03292018034257_70177409,No
2326076,Magic Chef,HMDR450SEF,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,44.3,18.7,4.5,5.4,327,368,11,,,No,,,,,09/16/2018,09/14/2018,"United States, Canada",ES_1107227_HMDR450SEF_09182018015923_70195403,No
2406420,Magic Chef,MCR16CHB,,665679008155,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.3,17.5,1.6,1.6,208,232,10,,,No,,,,,10/29/2022,01/03/2023,United States,ES_1107227_MCR16CHB_010320230618382_7577150,No
2406419,Magic Chef,MCR16CHM,,665679008179,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.3,17.5,1.6,1.6,208,232,10,,,No,,,,,10/29/2022,01/03/2023,United States,ES_1107227_MCR16CHM_010320230619544_5609223,No
2406421,Magic Chef,MCR16CHR,,665679008162,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.3,17.5,1.6,1.6,208,232,10,,,No,,,,,10/29/2022,01/03/2023,United States,ES_1107227_MCR16CHR_010320230619792_4601914,No
2406418,Magic Chef,MCR16CHW,,665679008148,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.3,17.5,1.6,1.6,208,232,10,,,No,,,,,10/29/2022,01/03/2023,United States,ES_1107227_MCR16CHW_010320230619869_7275283,No
2305142,Magic Chef,MCR170WE,",MCR170BE,; ,MCR170BEF,; ,MCR170STE,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19.5,17.4,1.7,1.7,208,232,10,,,No,,,,,09/19/2017,10/18/2017,"United States, Canada",ES_1107227_MCR170WE_10182017073037_1837504,No
2401959,Magic Chef,MCR32CHB,,665679008230,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,31.5,17.5,3.2,3.2,219,244,10,,,No,,,,,08/20/2022,09/27/2022,United States,ES_1107227_MCR32CHB_092720220648966_1962965,No
2401960,Magic Chef,MCR32CHM,,665679008254,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,31.5,17.5,3.2,3.2,219,244,10,,,No,,,,,08/20/2022,09/27/2022,United States,ES_1107227_MCR32CHM_092720220649762_7460544,No
2401957,Magic Chef,MCR32CHR,,665679008247,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,31.5,17.5,3.2,3.2,219,244,10,,,No,,,,,08/20/2022,09/27/2022,United States,ES_1107227_MCR32CHR_092720220649261_2671125,No
2401958,Magic Chef,MCR32CHW,,665679008223,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,31.5,17.5,3.2,3.2,219,244,10,,,No,,,,,08/20/2022,09/27/2022,United States,ES_1107227_MCR32CHW_092720220648451_3862220,No
2495048,Magic Chef,MCR44BE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,21.7,4.4,4.4,228,254,10,,,No,,,,,05/23/2023,05/23/2023,"United States, Canada",ES_1107227_MCR44BE_05232023122542_80169331,No
2495049,Magic Chef,MCR44SE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,21.7,4.4,4.4,228,254,10,,,No,,,,,05/23/2023,05/23/2023,"United States, Canada",ES_1107227_MCR44SE_05232023122542_80169331,No
2495047,Magic Chef,MCR44WE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,21.7,4.4,4.4,228,254,10,,,No,,,,,05/23/2023,05/23/2023,"United States, Canada",ES_1107227_MCR44WE_05232023122542_80169331,No
2214121,Magic Cool,MC552SS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,33.5,30.9,5.6,7.3,338,379,11,,,No,,,,,06/25/2014,06/25/2014,"United States, Canada",ES_0092257_MC552SS_06192014035200_2738658,No
2395812,Magic Cool,MCR10***,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,,,No,,,,,04/22/2022,04/22/2022,"United States, Canada",ES_0092257_MCR10***_05122022033138_5550001_,Yes
2394535,Magic Cool,MCR32J0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359,13,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_MCR32J0W_04082022144741_8733139,No
2394536,Magic Cool,MCR32J1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359,13,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_MCR32J1B_04082022144741_5356113,No
2394537,Magic Cool,MCR32J3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34.1,17.7,3.2,3.9,312,359,13,,,No,,,,,03/07/2022,03/13/2022,United States,ES_92257_MCR32J3S_04082022144741_2616891,No
2381178,Magic Cool,MCR33J0W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_MCR33J0W_06272021143020_1336031,No
2381179,Magic Cool,MCR33J1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_MCR33J1B_06272021143020_4913474,No
2381180,Magic Cool,MCR33JS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_MCR33JS_06272021143020_9514366,No
2394526,Magic Cool,MCR46J0W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,32.1,20.1,4.6,4.6,229,255,10,,,No,,,,,03/02/2022,03/13/2022,United States,ES_92257_MCR46J0W_04072022171854_7283278,No
2394527,Magic Cool,MCR46J1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,32.1,20.1,4.6,4.6,229,255,10,,,No,,,,,03/02/2022,03/13/2022,United States,ES_92257_MCR46J1B_04072022171854_1437196,No
2394528,Magic Cool,MCR46J3S,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,32.1,20.1,4.6,4.6,229,255,10,,,No,,,,,03/02/2022,03/13/2022,United States,ES_92257_MCR46J3S_04072022171854_1980730,No
2315171,Marathon,MAR32BLS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.7,3.2,3.2,259,289,10,,,No,,,,,01/22/2018,11/28/2017,Canada,ES_1137295_MAR32BLS_03012018110822_70170417,No
2274411,Marathon,MAR86BLS,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,Yes,56.6,22.9,8.5,8.5,235,262,10,,,No,,,,,08/06/2016,08/07/2016,Canada,ES_1137295_MAR86BLS_08092016060321_2601262,No
2274412,Marathon,MAR86W,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,Yes,56.6,22.9,8.5,8.5,235,262,10,,,No,,,,,08/06/2016,08/07/2016,Canada,ES_1137295_MAR86W_08092016061223_3143468,No
2315170,Marathon,MCR31BLS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,Canada,ES_1137295_MCR31BLS_03012018110822_70170417,No
2263416,Maytag,MBF2258FE***,,883049405117;883049405124;883049405131;883049431154;883049431161,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.9,32.6,22,27,584,640,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MBF2258FE***03302016013641_70071754,No
2272150,Maytag,MBL1957DE*,,883049346083,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_MBL1957DE*_07112016115240_70084302,No
2263421,Maytag,MBL1957FE***,,883049409498,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.5,29.6,18.6,23,469,521,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MBL1957FE***03302016013641_70071754,No
2272151,Maytag,MBL1957FE***,,883049409498,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_MBL1957FE***_07112016115240_70084302,No
2263422,Maytag,MBR1957FE***,,883049409481,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.5,29.6,18.6,23,469,521,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MBR1957FE***03302016013641_70071754,No
2272153,Maytag,MBR1957FE***,,883049409481,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_MBR1957FE***_07112016115240_70084302,No
2263419,Maytag,MFC2062FE***,,883049408149,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.5,35.6,20,24.3,563,616,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MFC2062FE***03302016013641_70071754,No
2279034,Maytag,MFF2258FE*,,883049407517;883049407524;883049407531,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.9,32.6,22.2,27,585,640,10,,,No,,,,,09/13/2016,09/09/2016,"United States, Canada",ES_0022856_MFF2258FE*_09132016014815_70097972,No
2263417,Maytag,MFF2558FE***,,883049407548;883049407555;883049407562;883049430850;883049430867,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.9,35.6,25.2,30.8,615,674,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MFF2558FE***03302016013641_70071754,No
2263425,Maytag,MFI2570FE***,,7501545631535;883049412221;883049412238;883049412245;883049430898;883049431109,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.6,24.7,29.8,685,751,10,,,No,,,,,05/02/2016,03/24/2016,"United States, Canada",ES_0022856_MFI2570FE***03302016013641_70071754,No
2209858,Maytag,MFT2574DE*,,883049342092;883049343402;883049343419,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.7,24.7,29.8,685,751,10,,,No,,,,,05/01/2014,05/01/2014,"United States, Canada",ES_0022856_MFT2574DE*_04302014021518_2723440,No
2313369,Maytag,MFT2772HE*0*,,883049473499,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,71,36,27.1,33,710,781,10,,,No,,,,,03/20/2018,03/19/2018,"United States, Canada",ES_0022856_MFT2772HE*0*_03232018014102_70178364,No
2263415,Maytag,MFT2776FE***,,883049412214,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.7,26.8,32.7,709,778,10,,,No,,,,,04/01/2016,03/24/2016,"United States, Canada",ES_0022856_MFT2776FE***03302016013641_70071754,No
2404224,Maytag,MRFF5033P*,,883049675510,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69,33,22.1,27,585,640,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/18/2022,11/07/2022,"United States, Canada",ES_0022856_MRFF5033P*_11072022122435_5550001_,No
2407494,Maytag,MRFF5036P*,,883049675503,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69,36,25.2,30.8,615,674,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/25/2023,01/30/2023,"United States, Canada",ES_0022856_MRFF5036P*_01312023080206_80157285,No
